parcelid,xcoord_p,ycoord_p,sqft_p,taz_p,block_p,hh_p,stugrad_p,stuhgh_p,stuuni_p,empedu_p,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,emptot_p,parkdy_p,parkhr_p,ppricdyp,pprichrp
14411,6330775.77,2170748.85,466927.48,971,0,0,0,0,0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,24.0,0,0,0,0
14412,6330663.29,2172454.8,1101185.08,971,0,419,0,0,0,10.75287168321666,108.38534886948769,6.979934250509062,0.0,65.14336796267892,11.696106041393561,51.68924282809411,11.0,0.0,265.64687163537997,0,0,0,0
14413,6331205.62,2172635.05,230693.57,971,0,20,0,0,0,0.015955247793719998,0.09405198699455998,0.010356915234519998,0.0,3.0655004909426404,0.017354830933519996,0.07669715606104,0.0,0.0,3.27991662796,0,0,0,0
14414,6331833.51,2170920.14,131152.66,971,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14415,6331528.0,2171775.95,506990.83,971,23831,104,0,0,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0,0,0,0
14416,6331191.23,2171818.86,442071.19,971,0,259,0,0,0,0.0,0.0,0.0,0.0,32.0,3.0,0.0,0.0,0.0,35.0,0,0,0,0
14417,6330453.24,2170992.41,206461.02,971,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0,0,0,0
14418,6330523.99,2171495.75,441509.07,971,0,60,0,0,0,0.0,0.0,0.0,4.0,13.0,0.0,37.0,16.0,0.0,70.0,0,0,0,0
14419,6331567.24,2172768.97,592957.66,971,0,28,0,0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0,0,0,0
14420,6331620.94,2170086.34,201541.74,980,0,22,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
14421,6330982.96,2168862.22,2988158.88,980,0,32,0,1655,892,397.0081513845471,122.04805026680384,208.00529124961827,0.0,17.03346357866696,43.00886641827928,119.03918384852457,0.0,0.0,906.1430067464399,0,0,0,0
14422,6331104.06,2169945.58,280181.5,980,0,70,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0,0,0,0
14423,6331363.98,2170090.67,212047.83,980,0,22,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0
14424,6330579.61,2170166.35,509048.91,980,0,32,0,0,0,0.0,7.0,0.0,0.0,50.0,2.0,27.0,0.0,0.0,86.0,0,0,0,0
14425,6331355.98,2169341.99,179894.93,980,0,18,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
14426,6332566.59,2176697.91,169597.25,939,0,15,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
14427,6332052.33,2177730.87,465505.12,939,0,13,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0
14428,6332399.91,2176696.08,550558.88,939,0,53,0,0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0,0,0,0
14429,6332255.09,2176191.48,178076.96,939,0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14430,6332556.8,2177472.68,193709.96,939,0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14431,6331773.4,2176445.92,457358.07,939,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14432,6332616.38,2178001.3,492410.88,939,0,12,0,0,0,4.07727719816895,82.33402097298016,2.6801968761765003,0.0,17.9053871242231,15.512784008469948,46.08437962131135,17.0,16.547031924441217,202.14107772577117,0,0,0,0
14433,6332493.01,2175980.43,345851.99,939,0,28,0,0,0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0
14434,6332512.55,2177212.24,213841.62,939,0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14435,6332588.81,2174319.9,156519.32,949,0,16,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0
14436,6332057.02,2174616.01,1845554.83,949,0,79,0,0,0,2.05138006478787,5.883942625437809,1.3515261931849198,4.0,14.514709380940142,62.27356666265397,13.348225012725289,2.0,0.0,105.42334993973,0,0,0,0
14437,6332688.56,2174842.79,95450.66,949,0,9,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0
14438,6332248.83,2175332.77,176961.8,949,0,18,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
14439,6332414.3,2174061.54,242056.57,949,0,26,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0
14440,6332569.75,2173277.27,152442.15,949,0,10,0,0,0,0.43267252265159994,0.0,0.2834751010476,0.0,2.790369059248,21.4774317491328,0.0,0.0,0.0,24.983948432080002,0,0,0,0
14441,6332474.68,2173542.46,209318.96,949,0,22,0,0,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0,0,0,0
14442,6332458.59,2174832.22,466925.88,949,0,47,0,0,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0,0,0,0
14443,6332394.86,2172499.28,1014260.02,972,0,101,0,0,0,0.3768457418109,2.2214064780432,0.2446191657369,74.0,24.547050940065798,36.4099023858294,6.8115040922138,0.0,0.0,144.61132880370002,0,0,0,0
14444,6332510.28,2171276.65,169891.13,972,0,16,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
14445,6332528.9,2172307.13,220627.71,972,0,11,0,0,0,1.0378519040274,0.0,0.6799719371214001,0.0,31.294559602872,5.1452158940992,0.0,0.0,0.0,38.15759933812,0,0,0,0
14446,6332252.17,2171293.09,529115.49,972,0,15,0,0,0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,117.0,0,0,0,0
14447,6332506.87,2170820.03,441512.38,972,0,0,700,0,0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0
14448,6332674.41,2169544.86,317922.91,981,0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14449,6332581.98,2170317.93,183442.86,981,0,15,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
14450,6332301.21,2169128.91,118908.09,981,0,12,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
14451,6332297.71,2168609.17,117413.78,981,0,11,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
14452,6332085.06,2169073.34,1095010.19,981,0,45,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0
14453,6332665.47,2168436.79,317945.63,981,0,25,0,0,0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,21.0,0,0,0,0
14454,6332402.42,2169744.68,249896.8,981,0,25,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
14455,6333368.52,2173926.06,184255.35,950,0,18,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0,0,0,0
14456,6333877.91,2173523.29,174629.77,950,0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14457,6335258.33,2173338.0,277745.7,950,0,0,0,0,0,0.0,27.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,43.0,0,0,0,0
14458,6333212.99,2173386.39,350611.02,950,0,12,0,0,0,0.0,0.0,0.0,18.0,1.0,1.0,6.0,0.0,0.0,26.0,0,0,0,0
14459,6335001.81,2174649.0,525665.79,950,0,59,126,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14460,6333880.34,2173786.26,175181.88,950,0,20,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.273515962220609,11.273515962220607,0,0,0,0
14461,6334538.2,2173249.63,175378.35,950,0,15,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0
14462,6333681.24,2175316.12,297411.6,950,0,32,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0,0,0,0
14463,6333883.01,2174308.64,179772.58,950,0,20,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
14464,6333417.2,2174670.42,320379.25,950,0,33,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
14465,6334725.55,2175328.53,257983.77,950,0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.068378990555152,2.068378990555152,0,0,0,0
14466,6333869.69,2173263.97,169894.09,950,0,20,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
14467,6334883.5,2174039.8,350669.33,950,0,33,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
14468,6334883.62,2174302.33,348361.48,950,0,34,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
14469,6333404.99,2175494.95,565825.27,950,0,56,0,0,0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,1.034189495277576,23.034189495277577,0,0,0,0
14470,6333419.78,2171752.93,179273.26,973,0,18,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
14471,6334760.87,2172945.07,277235.76,973,0,16,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0
