; TAZ,COUNTY,CITY,TOTHH,TOTPOP,TOTEMP,EMPEDU,EMPFOO,EMPGOV,EMPIND,EMPMED,EMPOFC,EMPOTH,EMPRET,EMPAGR
131,Fresno,Clovis,185.0,392.0,189.17094747638785,0.0,0.0,0.0,0.0,181.0,3.0,0.0,0.0,5.170947476387878
132,Fresno,Clovis,0.0,0.0,383.0,234.0,145.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
133,Fresno,Clovis,0.0,0.0,343.0,0.0,128.0,0.0,0.0,0.0,19.0,12.0,184.0,0.0
134,Fresno,Clovis,458.0,1323.0,138.76521818400184,0.053846206948380014,21.31740921990624,0.034952801001580006,1.0,44.22105284957756,15.05856955843508,7.0,25.25883966147116,24.82054788666182
135,Fresno,Clovis,0.0,0.0,5963.6242574469,3916.0,443.0,4.0,983.0,2.0,69.0,95.0,221.0,230.6242574468994
136,Fresno,Clovis,308.0,833.0,82.0,0.0,24.0,0.0,0.0,5.0,6.0,25.0,22.0,0.0
137,Fresno,Clovis,284.0,764.0,94.78635839138424,39.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,23.786358391384244
138,Fresno,Clovis,506.0,1494.0,179.401940253857,0.0,2.0,0.0,1.0,7.0,3.0,2.0,1.0,163.401940253857
139,Fresno,Clovis,255.0,767.0,182.71797940082908,42.0,0.0,0.0,1.0,111.0,4.0,3.0,0.0,21.717979400829098
140,Fresno,Clovis,676.0,1836.0,124.0,45.0,0.0,0.0,1.0,31.0,46.0,0.0,1.0,0.0
141,Fresno,Clovis,167.0,453.0,58.820547886661814,0.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,24.82054788666182
142,Fresno,Clovis,38.0,104.0,122.41027394333089,0.0,0.0,0.0,8.0,90.0,12.0,0.0,0.0,12.41027394333091
143,Fresno,Clovis,26.0,49.0,34.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
144,Fresno,Clovis,525.0,1019.0,73.0,0.0,40.0,0.0,0.0,18.0,8.0,0.0,7.0,0.0
145,Fresno,Clovis,285.0,584.0,146.5928380254182,41.6213442223484,6.0,0.4070875939524001,41.0,28.571079540752002,18.6856212108672,0.0,1.0,9.307705457498184
146,Fresno,Clovis,159.0,340.0,381.0,0.0,156.0,0.0,15.0,84.0,67.0,28.0,31.0,0.0
147,Fresno,Clovis,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Fresno,Clovis,0.0,0.0,263.9132285564,0.021192614199999998,32.0200964445,0.7444184226,4.0,13.087693576,205.02338495360002,8.0,1.0164425455,0.0
149,Fresno,Clovis,453.0,1066.0,354.9333873,38.736272926800005,36.73267260299999,25.3789374348,0.0,176.28802590400002,45.74347357440001,2.0,30.054004857,0.0
150,Fresno,Clovis,94.0,214.0,796.478652933886,70.0,0.0,703.0,5.0,1.0,3.0,0.0,0.0,14.478652933886064
151,Fresno,Clovis,363.0,800.0,110.41027394333089,0.0,0.0,0.0,33.0,19.0,29.0,6.0,11.0,12.41027394333091
152,Fresno,Clovis,251.0,866.0,175.20530791914186,0.0,3.0,0.0,0.0,22.0,23.0,0.0,0.0,127.20530791914184
153,Fresno,Clovis,522.0,1564.0,111.5812214197188,43.0,0.0,0.0,13.0,34.0,4.0,0.0,0.0,17.58122141971879
154,Fresno,Clovis,482.0,975.0,26.034189495277577,0.0,5.0,0.0,1.0,15.0,1.0,3.0,0.0,1.034189495277576
155,Fresno,Clovis,262.0,788.0,48.0,0.0,0.0,0.0,1.0,39.0,8.0,0.0,0.0,0.0
156,Fresno,Clovis,1304.0,2938.0,71.45748523808001,0.0,0.0,0.0,1.0,39.0,18.0,3.0,10.45748523808,0.0
157,Fresno,Clovis,112.0,235.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
158,Fresno,Clovis,732.0,1668.0,129.0341894952776,0.0,26.0,0.0,1.0,13.0,19.0,44.0,25.0,1.034189495277576
159,Fresno,Clovis,340.0,995.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
160,Fresno,Clovis,549.0,1078.0,653.38618517072,34.74649881640001,32.949266119,27.612349771119995,145.0,259.778615792,109.3409642112,17.0,26.958490461,0.0
161,Fresno,Clovis,34.0,91.0,184.8645163,10.4242838908,9.885096792999999,6.829703238799999,0.0,44.13496782399999,12.5026580864,30.0,71.08780646700002,0.0
162,Fresno,Clovis,274.0,661.0,1471.9865680470941,51.50008869205221,359.66185095026566,33.7379817105602,38.0,250.0851544522564,294.81869923222524,309.0,107.2596766372404,27.92311637249455
163,Fresno,Clovis,482.0,2177.0,523.4532426535225,89.72047643628001,0.0,68.64445769728,158.267529883372,42.0,11.0,97.82894137858801,23.0,32.99183725800245
164,Fresno,Clovis,507.0,1474.0,37.273515962220614,0.0,0.0,0.0,0.0,18.0,10.0,1.0,0.0,8.273515962220609
