SOI,YEAR,POP_TOT,POP_HH,HH_TOT,POP_GRP,POP_SCHL,AGE_0005,AGE_0614,AGE_1519,AGE_2024,AGE_2534,AGE_3544,AGE_4554,AGE_5564,AGE_6574,AGE_75p,RACE_White,RACE_Hisp,RACE_Black,RACE_Asian,RACE_PacIs,RACE_NatAm,RACE_Other,RACE_TwoPlus,INC_0010,INC_1024,INC_2534,INC_3549,INC_5074,INC_7599,INC_100149,INC_150p,EMP_AGR,EMP_OTH,EMP_IND,EMP_RET,EMP_OFC,EMP_EDU,EMP_MED,EMP_FOO,EMP_GOV,EMP_TOT,HU_tot,OccRate
Sanger,2044,28610,28446,8368,164,,2360,3582,1806,1665,3805,4193,3229,3206,2400,2365,,,,,,,,,,,,,,,,,1026,161,3254,808,1864,1197,1037,741,810,10898,9540,0.877148847
Sanger,2045,28670,28505,8382,164,5406,2328,3595,1835,1705,3693,4222,3211,3218,2446,2418,,,,,,,,,,,,,,,,,1028,163,3286,812,1879,1199,1038,743,812,10960,9555,0.877237049
Sanger,2046,28724,28560,8395,165,,2296,3602,1861,1726,3594,4271,3263,3161,2503,2447,,,,,,,,,,,,,,,,,1031,163,3318,813,1889,1204,1040,745,815,11018,9570,0.877220481
Sanger,2047,28775,28610,8408,165,,2270,3596,1887,1746,3502,4292,3329,3121,2553,2480,,,,,,,,,,,,,,,,,1034,165,3345,814,1901,1206,1042,746,817,11071,9585,0.877203965
Sanger,2048,28819,28654,8422,165,,2239,3586,1916,1762,3428,4296,3343,3148,2601,2500,,,,,,,,,,,,,,,,,1037,165,3373,818,1914,1208,1044,748,820,11127,9601,0.877200292
Sanger,2049,28860,28694,8435,165,,2210,3567,1941,1785,3386,4239,3447,3116,2627,2540,,,,,,,,,,,,,,,,,1040,166,3405,819,1926,1210,1045,750,822,11183,9617,0.877092648
Sanger,2050,28895,28730,8448,166,5422,2189,3540,1958,1814,3317,4188,3594,3082,2609,2603,,,,,,,,,,,,,,,,,1043,167,3437,820,1936,1212,1046,751,825,11236,9630,0.877258567
Sanger,2051,28924,28758,8459,166,,2170,3505,1975,1841,3268,4139,3687,3071,2629,2640,,,,,,,,,,,,,,,,,1045,168,3465,822,1948,1214,1046,753,824,11286,9643,0.877216634
Sanger,2052,28949,28783,8470,166,,2154,3463,1986,1867,3272,4016,3784,3086,2636,2684,,,,,,,,,,,,,,,,,1048,168,3501,823,1957,1213,1047,754,827,11339,9656,0.877174814
Sanger,2053,28966,28800,8481,166,,2138,3423,1991,1896,3306,3848,3941,2982,2760,2682,,,,,,,,,,,,,,,,,1051,168,3533,822,1966,1215,1048,754,829,11387,9669,0.877133106
Sanger,2054,28978,28812,8492,166,,2128,3381,1990,1920,3385,3687,4018,2986,2779,2705,,,,,,,,,,,,,,,,,1054,169,3565,824,1979,1215,1048,756,829,11438,9682,0.87709151
Sanger,2055,28986,28820,8503,166,5215,2125,3339,1982,1936,3451,3578,4046,2971,2791,2768,,,,,,,,,,,,,,,,,1057,169,3593,823,1989,1214,1047,755,831,11479,9692,0.877321502
Sanger,2056,28990,28824,8501,166,,2123,3302,1965,1952,3497,3481,4091,3018,2740,2821,,,,,,,,,,,,,,,,,1058,169,3625,825,2000,1213,1048,757,831,11525,9690,0.877296182
Sanger,2057,28988,28822,8498,166,,2127,3262,1947,1961,3539,3390,4108,3078,2702,2872,,,,,,,,,,,,,,,,,1062,169,3661,824,2009,1212,1047,756,833,11576,9688,0.87716763
Sanger,2058,28978,28812,8496,166,,2127,3261,1946,1961,3538,3389,4107,3077,2702,2871,,,,,,,,,,,,,,,,,1065,169,3693,826,2019,1212,1047,756,833,11619,9686,0.877142267
Sanger,2059,28965,28799,8493,166,,2126,3259,1945,1960,3537,3387,4105,3076,2700,2869,,,,,,,,,,,,,,,,,1068,169,3725,825,2028,1211,1046,755,832,11660,9684,0.877013631
Sanger,2060,28944,28779,8491,166,5093,2124,3257,1944,1958,3534,3385,4102,3074,2698,2867,,,,,,,,,,,,,,,,,1071,168,3761,825,2035,1207,1044,755,835,11701,9678,0.877350692
San Joaquin,2022,3668,3666,902,0,958,316,659,409,336,470,393,447,317,217,103,,,,,,,,,,,,,,,,,15,27,54,42,42,116,319,7,27,649,941,0.958554729
San Joaquin,2023,3653,3653,906,0,929,310,621,399,361,479,393,415,331,232,112,,,,,,,,,,,,,,,,,15,27,53,42,35,116,319,7,27,642,999,0.906906907
San Joaquin,2024,3636,3636,909,0,900,298,596,394,376,492,380,417,347,228,111,,,,,,,,,,,,,,,,,15,27,53,42,29,116,319,7,27,637,1060,0.85754717
San Joaquin,2025,3615,3615,913,0,871,289,579,364,391,498,387,405,357,223,122,,,,,,,,,,,,,,,,,15,27,54,42,24,116,319,7,27,632,1123,0.81300089
San Joaquin,2026,3618,3618,914,0,844,305,543,366,377,517,391,387,369,226,137,,,,,,,,,,,,,,,,,15,27,54,42,25,116,319,7,27,634,1126,0.811722913
San Joaquin,2027,3624,3624,916,0,817,314,504,362,383,539,393,384,367,235,142,,,,,,,,,,,,,,,,,16,28,55,42,25,117,320,7,27,636,1129,0.811337467
San Joaquin,2028,3629,3629,918,0,791,322,486,342,375,576,401,365,382,223,158,,,,,,,,,,,,,,,,,16,28,55,42,26,117,320,7,27,638,1132,0.810954064
San Joaquin,2029,3633,3633,920,0,764,329,474,322,372,595,408,366,366,237,166,,,,,,,,,,,,,,,,,16,28,56,42,26,117,320,7,27,640,1135,0.810572687
San Joaquin,2030,3638,3638,922,0,737,337,450,327,346,628,401,366,367,242,175,,,,,,,,,,,,,,,,,16,28,57,42,27,117,320,7,27,641,1134,0.813051146
San Joaquin,2031,3644,3644,923,0,,345,433,323,348,638,414,343,373,247,183,,,,,,,,,,,,,,,,,16,28,57,43,27,118,320,7,27,644,1136,0.8125
San Joaquin,2032,3651,3651,925,0,,352,431,293,344,660,414,343,376,249,188,,,,,,,,,,,,,,,,,16,29,58,43,28,118,321,7,28,646,1138,0.812829525
San Joaquin,2033,3657,3657,926,0,,358,425,287,324,676,424,344,351,263,204,,,,,,,,,,,,,,,,,16,29,58,43,29,118,321,7,28,648,1140,0.812280702
San Joaquin,2034,3663,3663,928,0,,362,425,282,306,688,437,334,354,276,198,,,,,,,,,,,,,,,,,16,29,59,43,29,119,321,7,28,650,1142,0.812609457
San Joaquin,2035,3668,3668,929,0,670,368,443,247,310,679,446,343,346,286,201,,,,,,,,,,,,,,,,,16,29,59,43,30,119,321,7,28,652,1143,0.812773403
San Joaquin,2036,3674,3674,930,0,,370,455,227,307,668,463,346,331,297,212,,,,,,,,,,,,,,,,,16,30,60,43,31,119,322,7,28,655,1144,0.812937063
San Joaquin,2037,3680,3680,930,0,,370,465,222,279,671,483,348,328,295,219,,,,,,,,,,,,,,,,,16,30,60,43,32,119,322,7,28,657,1145,0.812227074
San Joaquin,2038,3686,3686,930,0,,368,475,212,274,646,517,355,312,307,219,,,,,,,,,,,,,,,,,16,30,61,43,33,119,322,7,28,659,1146,0.811518325
San Joaquin,2039,3692,3692,930,0,,365,485,207,269,628,535,362,314,294,232,,,,,,,,,,,,,,,,,16,30,62,43,33,120,322,7,28,661,1147,0.810810811
San Joaquin,2040,3698,3698,930,0,725,362,496,219,237,609,566,358,315,296,241,,,,,,,,,,,,,,,,,16,30,62,43,34,120,322,7,28,663,1144,0.812937063
San Joaquin,2041,3703,3703,931,0,,355,506,226,217,609,576,369,296,302,247,,,,,,,,,,,,,,,,,16,30,63,43,35,120,323,7,28,665,1145,0.813100437
San Joaquin,2042,3708,3708,932,0,,349,513,232,213,580,598,371,296,306,249,,,,,,,,,,,,,,,,,16,30,63,43,36,120,323,7,28,667,1146,0.813263525
San Joaquin,2043,3714,3714,932,0,,344,516,238,205,560,615,381,298,286,270,,,,,,,,,,,,,,,,,16,31,64,44,37,120,323,7,28,669,1147,0.81255449
San Joaquin,2044,3718,3718,933,0,,337,520,245,200,540,628,394,292,290,272,,,,,,,,,,,,,,,,,16,31,64,43,38,121,323,7,28,671,1148,0.81271777
San Joaquin,2045,3723,3723,934,0,775,329,520,253,212,515,623,404,301,285,280,,,,,,,,,,,,,,,,,16,31,65,44,39,121,323,7,28,673,1148,0.81358885
San Joaquin,2046,3727,3727,934,0,,322,520,260,219,494,615,422,305,274,295,,,,,,,,,,,,,,,,,16,31,66,44,40,121,322,7,28,675,1149,0.812880766
San Joaquin,2047,3730,3730,935,0,,315,517,266,225,466,621,442,308,273,297,,,,,,,,,,,,,,,,,16,31,66,44,41,121,322,7,28,677,1150,0.813043478
San Joaquin,2048,3734,3734,936,0,,307,514,271,232,454,600,475,315,260,304,,,,,,,,,,,,,,,,,16,31,67,44,42,121,322,7,28,679,1152,0.8125
San Joaquin,2049,3737,3737,937,0,,300,509,276,239,447,586,493,323,262,302,,,,,,,,,,,,,,,,,16,31,67,44,44,121,322,7,28,681,1154,0.811958406
San Joaquin,2050,3739,3739,938,0,768,294,499,281,247,429,571,524,320,264,309,,,,,,,,,,,,,,,,,16,31,68,44,45,121,321,7,28,682,1153,0.813529922
San Joaquin,2051,3741,3741,939,0,,290,490,285,254,419,572,535,331,249,317,,,,,,,,,,,,,,,,,16,31,69,44,47,121,321,7,28,684,1155,0.812987013
San Joaquin,2052,3743,3743,940,0,,287,482,285,260,422,547,557,334,250,320,,,,,,,,,,,,,,,,,16,31,69,44,48,120,321,7,28,685,1157,0.812445981
San Joaquin,2053,3745,3745,941,0,,287,472,284,265,421,528,574,343,252,318,,,,,,,,,,,,,,,,,17,31,70,43,50,120,320,7,28,687,1159,0.811906816
San Joaquin,2054,3746,3746,942,0,,287,463,282,270,423,510,587,355,247,321,,,,,,,,,,,,,,,,,17,31,71,43,51,120,320,7,28,688,1161,0.811369509
San Joaquin,2055,3746,3746,943,0,712,289,453,278,275,443,487,582,365,256,320,,,,,,,,,,,,,,,,,17,31,71,43,53,120,319,7,28,689,1159,0.813632442
San Joaquin,2056,3746,3746,942,0,,290,444,274,278,456,468,575,382,259,321,,,,,,,,,,,,,,,,,17,31,72,43,55,119,318,7,28,691,1159,0.812769629
San Joaquin,2057,3746,3746,942,0,,292,435,271,278,468,441,581,400,262,318,,,,,,,,,,,,,,,,,17,31,73,43,56,119,318,7,28,692,1159,0.812769629
San Joaquin,2058,3746,3746,942,0,,292,435,271,278,468,441,580,400,262,318,,,,,,,,,,,,,,,,,17,31,73,43,58,119,317,7,28,693,1159,0.812769629
San Joaquin,2059,3745,3745,942,0,,292,434,271,278,468,441,580,400,262,318,,,,,,,,,,,,,,,,,17,31,74,43,60,118,316,7,28,694,1159,0.812769629
San Joaquin,2060,3743,3743,942,0,688,292,434,271,278,468,441,580,400,262,318,,,,,,,,,,,,,,,,,17,31,75,43,62,118,315,7,28,695,1158,0.813471503
Selma,2022,26541,26346,7614,194,5648,2194,3932,2214,2091,3726,3355,2924,2682,1986,1438,,,,,,,,,,,,,,,,,2877,153,1259,1780,300,801,1006,850,253,9279,7890,0.965019011
Selma,2023,26569,26375,7678,195,5600,2146,3846,2214,2156,3700,3402,2913,2662,2052,1479,,,,,,,,,,,,,,,,,2918,154,1242,1791,380,806,1013,857,255,9416,8165,0.940355175
Selma,2024,26606,26411,7743,195,5552,2116,3758,2243,2146,3754,3398,2923,2671,2029,1568,,,,,,,,,,,,,,,,,2960,157,1239,1806,368,811,1019,862,257,9479,8449,0.916439815
Selma,2025,26651,26455,7809,195,5504,2137,3669,2220,2138,3710,3477,2925,2693,2049,1633,,,,,,,,,,,,,,,,,4960,157,1252,1817,353,816,1025,868,259,11507,8742,0.89327385
Selma,2026,26879,26682,7905,197,5459,2186,3543,2262,2154,3774,3475,3015,2687,2097,1688,,,,,,,,,,,,,,,,,4969,159,1265,1828,378,821,1031,874,261,11586,8850,0.893220339
Selma,2027,27247,27040,8003,207,5414,2238,3494,2207,2187,3874,3555,3051,2704,2152,1784,,,,,,,,,,,,,,,,,4973,161,1279,1844,423,830,1039,882,263,11694,8959,0.893291662
Selma,2028,27587,27378,8101,209,5369,2279,3461,2173,2212,3986,3634,3068,2721,2195,1858,,,,,,,,,,,,,,,,,4977,164,1292,1859,467,837,1045,888,265,11794,9069,0.893262763
Selma,2029,27917,27705,8201,212,5324,2326,3415,2153,2265,4037,3698,3156,2645,2297,1924,,,,,,,,,,,,,,,,,4982,166,1305,1875,508,844,1053,896,267,11896,9181,0.893257815
Selma,2030,28248,28034,8303,214,5279,2370,3355,2199,2264,4105,3686,3244,2668,2319,2038,,,,,,,,,,,,,,,,,4986,168,1318,2391,541,851,1059,902,269,12485,9291,0.893660532
Selma,2031,28431,28215,8355,216,,2401,3326,2133,2304,4147,3718,3270,2685,2366,2081,,,,,,,,,,,,,,,,,2995,170,1331,2407,551,859,1067,910,271,10561,9350,0.893582888
Selma,2032,28617,28400,8408,217,,2428,3309,2111,2232,4290,3689,3285,2769,2378,2126,,,,,,,,,,,,,,,,,3003,172,1342,2422,559,866,1075,916,274,10629,9409,0.893612499
Selma,2033,28801,28582,8461,219,,2461,3304,2084,2185,4378,3684,3349,2772,2374,2210,,,,,,,,,,,,,,,,,3007,175,1355,2434,569,873,1082,925,276,10696,9469,0.893547365
Selma,2034,28976,28756,8515,220,,2488,3353,1999,2154,4421,3757,3363,2797,2393,2252,,,,,,,,,,,,,,,,,3016,177,1368,2450,574,880,1090,931,278,10764,9529,0.893587995
Selma,2035,29153,28931,8569,221,5162,2507,3415,1886,2189,4412,3734,3459,2815,2426,2309,,,,,,,,,,,,,,,,,3020,229,1381,2766,573,886,1096,1090,280,11321,9587,0.893814541
Selma,2036,29330,29108,8608,223,,2526,3473,1830,2124,4464,3792,3451,2897,2416,2358,,,,,,,,,,,,,,,,,3029,232,1397,2782,586,893,1104,1096,282,11401,9631,0.8937805
Selma,2037,29510,29286,8648,224,,2543,3517,1795,2102,4414,3868,3508,2913,2417,2433,,,,,,,,,,,,,,,,,3033,233,1410,2799,588,900,1112,1104,284,11463,9676,0.893757751
Selma,2038,29684,29459,8687,225,,2556,3563,1769,2077,4381,3960,3566,2913,2419,2481,,,,,,,,,,,,,,,,,3042,236,1423,2815,595,908,1119,1110,288,11536,9721,0.893632342
Selma,2039,29859,29632,8727,227,,2559,3612,1799,1994,4395,3993,3612,2982,2342,2570,,,,,,,,,,,,,,,,,3050,238,1436,2832,600,915,1127,1119,290,11607,9766,0.893610485
Selma,2040,30032,29804,8768,228,5479,2557,3660,1840,1883,4422,4044,3586,3053,2355,2632,,,,,,,,,,,,,,,,,3054,241,1451,2844,608,923,1134,1126,292,11673,9809,0.893872974
Selma,2041,30199,29970,8805,229,,2554,3700,1877,1829,4400,4089,3622,3082,2373,2675,,,,,,,,,,,,,,,,,3063,243,1462,2860,612,930,1142,1135,294,11741,9851,0.893817887
Selma,2042,30360,30129,8843,231,,2545,3741,1900,1795,4310,4234,3596,3098,2452,2690,,,,,,,,,,,,,,,,,3076,245,1475,2877,615,938,1149,1141,296,11812,9894,0.893774004
Selma,2043,30514,30282,8881,232,,2530,3774,1931,1770,4242,4326,3595,3162,2456,2728,,,,,,,,,,,,,,,,,3089,247,1488,2894,616,944,1156,1150,298,11882,9937,0.893730502
Selma,2044,30652,30419,8919,233,,2514,3799,1960,1800,4131,4372,3670,3176,2481,2749,,,,,,,,,,,,,,,,,3093,249,1503,2906,618,951,1162,1156,300,11938,9980,0.893687375
Selma,2045,30785,30551,8958,234,5773,2496,3817,1990,1841,4057,4366,3652,3270,2501,2795,,,,,,,,,,,,,,,,,3101,251,1517,2923,621,957,1169,1162,303,12004,10020,0.894011976
Selma,2046,30907,30673,8987,235,,2475,3830,2016,1877,3938,4421,3712,3262,2576,2799,,,,,,,,,,,,,,,,,3110,253,1532,2936,620,965,1176,1169,305,12066,10053,0.893962001
Selma,2047,31021,30786,9016,236,,2457,3837,2041,1900,3883,4372,3789,3316,2592,2835,,,,,,,,,,,,,,,,,3119,255,1545,2948,620,970,1183,1175,307,12122,10086,0.893912354
Selma,2048,31119,30883,9045,236,,2434,3832,2067,1930,3832,4339,3878,3369,2590,2849,,,,,,,,,,,,,,,,,3127,257,1558,2965,620,976,1190,1182,309,12184,10119,0.89386303
Selma,2049,31211,30974,9075,237,,2419,3817,2090,1957,3778,4352,3910,3409,2648,2830,,,,,,,,,,,,,,,,,3136,258,1573,2978,619,981,1196,1188,311,12240,10152,0.89391253
Selma,2050,31290,31052,9104,238,5829,2402,3801,2104,1986,3706,4375,3956,3384,2710,2866,,,,,,,,,,,,,,,,,3144,260,1588,2990,615,987,1202,1195,313,12294,10183,0.894039085
Selma,2051,31354,31116,9122,238,,2384,3778,2119,2010,3684,4347,3995,3414,2732,2890,,,,,,,,,,,,,,,,,3153,262,1600,3003,611,993,1207,1201,315,12345,10204,0.893963152
Selma,2052,31410,31172,9140,239,,2373,3748,2133,2033,3669,4253,4132,3385,2742,2944,,,,,,,,,,,,,,,,,3161,263,1617,3015,602,996,1213,1208,317,12392,10225,0.893887531
Selma,2053,31450,31211,9159,239,,2359,3718,2133,2057,3669,4179,4214,3377,2793,2952,,,,,,,,,,,,,,,,,3170,264,1632,3023,596,1002,1219,1211,319,12436,10246,0.893909818
Selma,2054,31476,31237,9177,239,,2352,3681,2130,2076,3720,4062,4250,3441,2798,2966,,,,,,,,,,,,,,,,,3178,266,1647,3036,591,1005,1224,1218,320,12485,10267,0.893834616
Selma,2055,31495,31255,9195,239,5670,2344,3649,2125,2087,3782,3981,4235,3421,2874,2996,,,,,,,,,,,,,,,,,3187,267,1660,3044,585,1009,1229,1222,322,12525,10284,0.894107351
Selma,2056,31502,31263,9189,239,,2342,3615,2112,2100,3835,3855,4277,3470,2858,3039,,,,,,,,,,,,,,,,,3191,268,1674,3056,574,1012,1234,1228,324,12561,10278,0.894045534
Selma,2057,31498,31258,9184,239,,2343,3580,2097,2109,3871,3791,4219,3535,2895,3057,,,,,,,,,,,,,,,,,3204,270,1691,3064,567,1016,1239,1232,326,12609,10272,0.894080997
Selma,2058,31477,31238,9178,239,,2341,3578,2096,2108,3868,3788,4216,3533,2894,3055,,,,,,,,,,,,,,,,,3213,270,1706,3077,554,1019,1243,1236,327,12645,10266,0.894019092
Selma,2059,31446,31208,9173,239,,2339,3574,2094,2106,3865,3784,4212,3529,2891,3052,,,,,,,,,,,,,,,,,3221,271,1720,3085,542,1023,1247,1240,328,12677,10260,0.894054581
Selma,2060,31401,31162,9167,238,5557,2336,3569,2090,2103,3859,3779,4206,3524,2887,3048,,,,,,,,,,,,,,,,,3230,271,1737,3093,528,1024,1250,1243,330,12706,10253,0.894079782
Unincorporate,2022,102882,100969,33951,1912,18745,6340,12831,8176,6396,10369,11331,11721,14584,12156,8977,,,,,,,,,,,,,,,,,34304,1933,12458,1128,2659,2719,1604,1326,790,58921,38669,0.877990121
Unincorporate,2023,102996,101081,33947,1914,18465,6201,12314,8327,6951,10549,11087,11682,14117,12391,9377,,,,,,,,,,,,,,,,,34787,1951,12293,1128,3993,2729,1649,1334,811,60675,39233,0.865266485
Unincorporate,2024,103020,101105,33942,1915,18186,6112,11901,8305,7366,10723,11074,11518,13597,12727,9698,,,,,,,,,,,,,,,,,35297,1980,12257,1130,4040,2737,1693,1340,831,61304,39805,0.852706946
Unincorporate,2025,103050,101135,33938,1915,17906,6185,11449,8116,7752,10828,11022,11436,13178,12941,10144,,,,,,,,,,,,,,,,,35297,1988,12385,1129,4009,2744,1737,1345,850,61485,40384,0.84038233
Unincorporate,2026,103084,101168,33949,1916,17504,6324,11077,7820,8059,11260,10822,11325,12750,13129,10516,,,,,,,,,,,,,,,,,35399,2017,12513,1127,3975,2752,1781,1351,870,61786,40397,0.840384187
Unincorporate,2027,103138,101153,33960,1985,17102,6407,10761,7634,8177,11633,10788,11339,12288,13242,10867,,,,,,,,,,,,,,,,,35450,2046,12659,1128,3947,2773,1828,1361,890,62083,40410,0.840386043
Unincorporate,2028,103188,101202,33971,1986,16700,6570,10438,7265,8326,12198,10726,11342,11860,13270,11192,,,,,,,,,,,,,,,,,35501,2076,12787,1129,3929,2788,1872,1366,909,62356,40423,0.840387898
Unincorporate,2029,103236,101249,33981,1987,16298,6759,10103,7061,8305,12853,10654,11291,11408,13241,11561,,,,,,,,,,,,,,,,,35552,2105,12914,1130,3905,2802,1918,1375,929,62630,40436,0.840365021
Unincorporate,2030,103285,101297,33992,1988,15896,6949,9894,6852,8128,13414,10648,11219,11150,13059,11971,,,,,,,,,,,,,,,,,35603,2135,13042,1130,3875,2816,1962,1380,949,62891,40448,0.840387658
Unincorporate,2031,103489,101497,34058,1992,,7150,9722,6778,7852,14134,10615,11129,11006,12856,12247,,,,,,,,,,,,,,,,,35705,2165,13170,1130,3907,2829,2008,1389,969,63272,40525,0.840419494
Unincorporate,2032,103697,101698,34125,1998,,7345,9669,6577,7677,14661,10656,11050,10879,12610,12573,,,,,,,,,,,,,,,,,35807,2184,13280,1129,3946,2842,2054,1394,992,63628,40603,0.840455139
Unincorporate,2033,103902,101899,34191,2002,,7528,9664,6406,7319,15347,10816,10833,10841,12208,12938,,,,,,,,,,,,,,,,,35858,2224,13408,1126,3952,2856,2098,1403,1012,63937,40681,0.840466065
Unincorporate,2034,104098,102092,34257,2006,,7706,9827,6070,7124,15729,10992,10851,10701,11767,13329,,,,,,,,,,,,,,,,,35960,2254,13536,1125,3972,2869,2144,1407,1032,64299,40759,0.84047695
Unincorporate,2035,104295,102285,34324,2010,15378,7874,10062,5793,6923,15933,11079,10835,10644,11443,13709,,,,,,,,,,,,,,,,,36011,2274,13663,1124,3980,2874,2187,1415,1052,64581,40834,0.840574031
Unincorporate,2036,104493,102479,34342,2014,,8021,10251,5591,6847,15953,11485,10681,10570,11080,14012,,,,,,,,,,,,,,,,,36113,2315,13828,1122,4013,2887,2234,1419,1072,65002,40855,0.840582548
Unincorporate,2037,104693,102675,34360,2018,,8142,10525,5423,6643,15914,11831,10680,10598,10695,14240,,,,,,,,,,,,,,,,,36164,2334,13956,1120,4030,2899,2280,1427,1092,65302,40876,0.840591056
Unincorporate,2038,104887,102866,34378,2021,,8248,10807,5287,6474,15722,12364,10662,10611,10345,14367,,,,,,,,,,,,,,,,,36266,2364,14084,1118,4060,2911,2323,1431,1116,65673,40898,0.840579001
Unincorporate,2039,105082,103057,34396,2025,,8324,11079,5334,6138,15519,13007,10617,10590,9968,14505,,,,,,,,,,,,,,,,,36368,2395,14211,1115,4088,2922,2369,1439,1136,66044,40920,0.84056696
Unincorporate,2040,105275,103246,34414,2029,16775,8375,11347,5435,5865,15173,13536,10656,10556,9770,14562,,,,,,,,,,,,,,,,,36419,2425,14358,1110,4104,2934,2412,1442,1156,66360,40939,0.840616527
Unincorporate,2041,105462,103430,34446,2032,,8378,11622,5492,5663,14843,14222,10645,10484,9641,14473,,,,,,,,,,,,,,,,,36521,2456,14467,1107,4137,2945,2458,1449,1176,66717,40976,0.840638422
Unincorporate,2042,105641,103606,34477,2036,,8349,11882,5637,5494,14475,14740,10706,10426,9534,14399,,,,,,,,,,,,,,,,,36674,2475,14595,1103,4175,2956,2501,1452,1197,67128,41013,0.840635896
Unincorporate,2043,105813,103774,34509,2039,,8312,12117,5792,5356,13961,15425,10863,10244,9508,14236,,,,,,,,,,,,,,,,,36827,2506,14723,1099,4206,2959,2543,1459,1217,67540,41051,0.840637256
Unincorporate,2044,105967,103925,34541,2042,,8236,12319,5956,5406,13439,15803,11050,10287,9395,14077,,,,,,,,,,,,,,,,,36878,2526,14869,1093,4220,2970,2586,1462,1237,67839,41089,0.840638614
Unincorporate,2045,106116,104071,34573,2045,18619,8153,12476,6132,5510,12976,16014,11146,10316,9364,14029,,,,,,,,,,,,,,,,,36980,2557,15015,1088,4246,2973,2628,1464,1257,68208,41124,0.840701294
Unincorporate,2046,106252,104204,34609,2048,,8063,12601,6305,5571,12707,16043,11551,10210,9324,13877,,,,,,,,,,,,,,,,,37082,2576,15161,1081,4261,2983,2670,1466,1277,68557,41167,0.840697646
Unincorporate,2047,106379,104329,34646,2050,,7963,12688,6470,5721,12338,16028,11897,10242,9360,13672,,,,,,,,,,,,,,,,,37184,2607,15289,1073,4275,2985,2712,1468,1297,68891,41210,0.840718272
Unincorporate,2048,106489,104436,34683,2052,,7868,12735,6629,5878,12039,15856,12418,10262,9378,13424,,,,,,,,,,,,,,,,,37286,2627,15417,1067,4307,2987,2754,1470,1317,69234,41254,0.840718476
Unincorporate,2049,106590,104536,34719,2054,,7766,12754,6765,6045,11760,15665,13051,10240,9373,13172,,,,,,,,,,,,,,,,,37388,2646,15563,1059,4327,2989,2793,1472,1337,69574,41298,0.840694465
Unincorporate,2050,106679,104623,34756,2056,19354,7685,12706,6899,6220,11593,15339,13547,10312,9363,13015,,,,,,,,,,,,,,,,,37490,2666,15709,1050,4338,2991,2831,1473,1358,69906,41339,0.840755703
Unincorporate,2051,106750,104693,34794,2057,,7609,12623,7020,6391,11447,15024,14202,10324,9309,12801,,,,,,,,,,,,,,,,,37592,2697,15837,1041,4345,2992,2869,1474,1373,70220,41384,0.840759714
Unincorporate,2052,106813,104755,34833,2059,,7550,12525,7116,6551,11419,14655,14700,10395,9269,12634,,,,,,,,,,,,,,,,,37694,2705,16002,1032,4357,2987,2906,1475,1393,70551,41429,0.840787854
Unincorporate,2053,106857,104798,34871,2059,,7513,12389,7197,6704,11426,14141,15360,10537,9115,12475,,,,,,,,,,,,,,,,,37796,2713,16148,1020,4361,2988,2944,1472,1413,70854,41474,0.840791821
Unincorporate,2054,106886,104826,34909,2060,,7488,12247,7246,6831,11630,13610,15709,10709,9159,12259,,,,,,,,,,,,,,,,,37898,2745,16294,1010,4368,2981,2981,1472,1428,71176,41519,0.84079578
Unincorporate,2055,106907,104847,34947,2060,18915,7480,12092,7252,6955,11890,13133,15890,10789,9208,12218,,,,,,,,,,,,,,,,,38001,2753,16422,997,4377,2975,3014,1469,1448,71453,41561,0.840860422
Unincorporate,2056,106915,104855,34941,2060,,7484,11943,7227,7065,12103,12842,15888,11149,9121,12094,,,,,,,,,,,,,,,,,38052,2760,16568,986,4386,2968,3050,1469,1463,71701,41554,0.840857679
Unincorporate,2057,106911,104850,34934,2060,,7507,11793,7182,7149,12389,12445,15848,11452,9141,12004,,,,,,,,,,,,,,,,,38205,2780,16732,973,4387,2961,3083,1464,1482,72067,41547,0.840830866
Unincorporate,2058,106887,104827,34927,2060,,7505,11790,7181,7147,12386,12442,15845,11449,9140,12003,,,,,,,,,,,,,,,,,38307,2788,16878,961,4393,2953,3115,1460,1497,72352,41540,0.840804044
Unincorporate,2059,106853,104794,34920,2059,,7502,11786,7178,7145,12382,12438,15841,11444,9137,12001,,,,,,,,,,,,,,,,,38409,2795,17024,948,4393,2946,3147,1456,1511,72628,41533,0.840777213
Unincorporate,2060,106803,104744,34913,2058,18515,7498,11780,7175,7141,12375,12432,15834,11438,9133,11997,,,,,,,,,,,,,,,,,38511,2791,17189,933,4392,2931,3174,1451,1531,72904,41522,0.840831367
