SOI,YEAR,POP_TOT,POP_HH,HH_TOT,POP_GRP,POP_SCHL,AGE_0005,AGE_0614,AGE_1519,AGE_2024,AGE_2534,AGE_3544,AGE_4554,AGE_5564,AGE_6574,AGE_75p,RACE_White,RACE_Hisp,RACE_Black,RACE_Asian,RACE_PacIs,RACE_NatAm,RACE_Other,RACE_TwoPlus,INC_0010,INC_1024,INC_2534,INC_3549,INC_5074,INC_7599,INC_100149,INC_150p,EMP_AGR,EMP_OTH,EMP_IND,EMP_RET,EMP_OFC,EMP_EDU,EMP_MED,EMP_FOO,EMP_GOV,EMP_TOT,HU_tot,OccRate
Mendota,2060,14206,14206,3288,0,2646,1065,1703,991,945,1648,1930,1959,1578,1210,1176,,,,,,,,,,,,,,,,,76,15,459,236,68,583,224,168,597,2427,4248,0.774011299
Orange Cove,2022,9589,9594,2439,0,2465,900,1695,986,849,1277,1183,974,812,551,364,,,,,,,,,,,,,,,,,117,1,51,129,28,219,291,24,96,956,2517,0.969010727
Orange Cove,2023,9596,9596,2452,0,2422,859,1629,1007,861,1320,1188,988,817,540,387,,,,,,,,,,,,,,,,,119,1,50,129,31,220,292,24,97,963,2658,0.922498119
Orange Cove,2024,9598,9598,2466,0,2380,829,1589,993,897,1363,1178,954,837,567,392,,,,,,,,,,,,,,,,,120,1,50,130,29,221,293,24,97,966,2807,0.878517991
Orange Cove,2025,9601,9601,2480,0,2337,835,1516,997,900,1392,1129,1006,849,596,382,,,,,,,,,,,,,,,,,120,1,51,131,28,221,294,24,98,968,2964,0.836707152
Orange Cove,2026,9611,9611,2485,0,2273,838,1474,965,895,1431,1123,1049,822,617,397,,,,,,,,,,,,,,,,,121,1,51,131,28,222,295,24,98,971,2971,0.836418714
Orange Cove,2027,9628,9628,2490,0,2210,852,1401,939,939,1438,1129,1067,817,636,409,,,,,,,,,,,,,,,,,121,1,52,132,27,224,296,25,98,976,2978,0.836131632
Orange Cove,2028,9643,9643,2496,0,2146,863,1350,890,959,1479,1136,1048,869,616,433,,,,,,,,,,,,,,,,,121,1,52,132,27,225,297,25,99,980,2985,0.836180905
Orange Cove,2029,9657,9657,2501,0,2083,875,1312,860,947,1525,1143,1054,863,626,452,,,,,,,,,,,,,,,,,121,1,53,133,27,226,299,25,99,984,2992,0.835895722
Orange Cove,2030,9672,9672,2506,0,2019,886,1265,843,951,1555,1150,1053,841,660,467,,,,,,,,,,,,,,,,,121,1,53,134,26,228,300,25,100,988,2996,0.836448598
Orange Cove,2031,9694,9694,2512,0,1988,897,1235,837,922,1603,1159,1057,820,679,485,,,,,,,,,,,,,,,,,122,1,54,135,28,229,301,25,100,995,3003,0.836496836
Orange Cove,2032,9717,9717,2518,0,1956,907,1204,810,898,1665,1153,1055,839,657,529,,,,,,,,,,,,,,,,,122,1,54,135,29,230,302,25,101,1001,3010,0.83654485
Orange Cove,2033,9740,9740,2524,0,1925,915,1184,791,851,1697,1193,1061,852,660,534,,,,,,,,,,,,,,,,,122,1,55,136,31,231,303,25,102,1007,3017,0.836592642
Orange Cove,2034,9762,9762,2530,0,1893,922,1197,754,824,1722,1234,1053,825,679,553,,,,,,,,,,,,,,,,,123,1,55,137,32,233,305,25,102,1013,3024,0.836640212
Orange Cove,2035,9784,9784,2535,0,1862,928,1207,709,808,1731,1262,1012,873,690,563,,,,,,,,,,,,,,,,,123,1,56,137,33,233,306,26,103,1018,3030,0.836633663
Orange Cove,2036,9805,9805,2538,0,1872,930,1227,672,803,1699,1300,1008,912,669,585,,,,,,,,,,,,,,,,,123,1,57,138,35,235,307,26,103,1025,3033,0.836795252
Orange Cove,2037,9828,9828,2540,0,1882,931,1243,636,778,1718,1309,1015,928,665,604,,,,,,,,,,,,,,,,,123,1,57,139,36,236,308,26,104,1031,3036,0.836627141
Orange Cove,2038,9849,9849,2542,0,1893,929,1260,609,760,1695,1348,1024,914,710,600,,,,,,,,,,,,,,,,,124,1,58,140,38,237,309,26,104,1037,3039,0.836459362
Orange Cove,2039,9871,9871,2544,0,1903,925,1276,615,725,1660,1394,1032,921,706,617,,,,,,,,,,,,,,,,,124,1,58,140,39,239,311,26,105,1043,3042,0.836291913
Orange Cove,2040,9892,9892,2546,0,1913,918,1290,618,684,1653,1425,1042,922,691,651,,,,,,,,,,,,,,,,,124,1,59,141,41,240,312,26,105,1049,3042,0.836949375
Orange Cove,2041,9913,9913,2549,0,1929,907,1304,630,648,1624,1471,1053,926,675,675,,,,,,,,,,,,,,,,,125,1,59,142,42,241,313,26,106,1055,3046,0.836835194
Orange Cove,2042,9933,9933,2552,0,1945,896,1315,640,615,1580,1532,1050,926,693,686,,,,,,,,,,,,,,,,,125,1,60,142,43,243,314,26,106,1061,3050,0.836721311
Orange Cove,2043,9952,9952,2555,0,1962,886,1322,651,590,1524,1566,1089,934,704,686,,,,,,,,,,,,,,,,,126,1,60,143,45,243,315,27,107,1067,3054,0.836607728
Orange Cove,2044,9969,9969,2559,0,1978,873,1327,663,596,1467,1592,1129,928,685,709,,,,,,,,,,,,,,,,,126,1,61,144,46,245,316,27,107,1072,3058,0.836821452
Orange Cove,2045,9985,9985,2562,0,1994,860,1327,674,600,1416,1605,1158,896,728,721,,,,,,,,,,,,,,,,,126,1,61,144,48,245,317,27,108,1078,3060,0.837254902
Orange Cove,2046,10000,10000,2565,0,1991,849,1325,684,613,1379,1581,1197,895,762,715,,,,,,,,,,,,,,,,,126,1,62,145,48,247,318,27,108,1082,3064,0.837140992
Orange Cove,2047,10014,10014,2568,0,1987,836,1320,694,623,1327,1603,1208,904,778,721,,,,,,,,,,,,,,,,,127,1,63,145,49,247,319,27,109,1087,3068,0.837027379
Orange Cove,2048,10026,10026,2571,0,1984,825,1312,702,635,1289,1585,1248,915,768,747,,,,,,,,,,,,,,,,,127,1,63,146,51,248,320,27,109,1093,3072,0.836914063
Orange Cove,2049,10038,10038,2574,0,1980,814,1302,709,647,1264,1556,1293,925,776,752,,,,,,,,,,,,,,,,,128,1,64,146,52,249,321,27,110,1097,3076,0.83680104
Orange Cove,2050,10047,10047,2578,0,1977,802,1289,715,658,1231,1553,1325,936,777,761,,,,,,,,,,,,,,,,,128,1,64,147,53,250,321,27,110,1101,3079,0.837284833
Orange Cove,2051,10055,10055,2581,0,1958,795,1273,720,669,1211,1528,1370,948,780,762,,,,,,,,,,,,,,,,,128,1,65,147,54,250,322,27,110,1105,3083,0.837171586
Orange Cove,2052,10062,10062,2584,0,1939,785,1259,721,679,1191,1490,1429,947,782,779,,,,,,,,,,,,,,,,,129,1,66,148,55,250,323,27,111,1109,3087,0.837058633
Orange Cove,2053,10067,10067,2587,0,1921,780,1240,722,687,1180,1439,1463,984,789,783,,,,,,,,,,,,,,,,,129,1,66,148,55,251,323,27,111,1112,3091,0.836945972
Orange Cove,2054,10070,10070,2590,0,1902,774,1225,719,693,1198,1387,1489,1020,784,780,,,,,,,,,,,,,,,,,129,1,67,148,57,251,324,28,111,1116,3095,0.836833603
Orange Cove,2055,10073,10073,2593,0,1883,770,1209,712,700,1214,1340,1502,1047,759,819,,,,,,,,,,,,,,,,,130,1,67,148,57,252,324,28,112,1119,3097,0.837261866
Orange Cove,2056,10074,10074,2592,0,1874,768,1193,705,704,1236,1306,1480,1084,760,836,,,,,,,,,,,,,,,,,130,1,68,149,58,252,325,28,112,1121,3097,0.836938973
Orange Cove,2057,10073,10073,2592,0,1864,766,1179,698,705,1256,1257,1501,1095,768,848,,,,,,,,,,,,,,,,,130,1,68,149,59,252,325,28,112,1124,3097,0.836938973
Orange Cove,2058,10071,10071,2591,0,1855,766,1179,698,705,1256,1257,1500,1095,768,848,,,,,,,,,,,,,,,,,131,1,69,149,60,252,325,28,112,1127,3097,0.83661608
Orange Cove,2059,10067,10067,2590,0,1845,765,1178,697,705,1255,1256,1500,1094,767,848,,,,,,,,,,,,,,,,,131,1,70,149,60,252,325,28,112,1129,3097,0.836293187
Orange Cove,2060,10061,10061,2590,0,1836,765,1178,697,704,1255,1256,1499,1094,767,847,,,,,,,,,,,,,,,,,131,1,70,149,60,252,325,28,113,1130,3093,0.837374717
Parlier,2022,15029,15027,3768,2,3756,1359,2554,1494,1152,2089,2006,1630,1381,854,510,,,,,,,,,,,,,,,,,324,47,760,175,131,478,387,115,137,2554,4043,0.931981202
Parlier,2023,15033,15031,3787,2,3673,1297,2523,1494,1220,2068,1981,1618,1397,916,519,,,,,,,,,,,,,,,,,329,47,750,175,103,479,388,116,138,2526,4207,0.900166389
Parlier,2024,15035,15033,3806,2,3590,1270,2482,1452,1256,2117,1940,1631,1407,941,539,,,,,,,,,,,,,,,,,333,48,748,176,100,481,389,116,138,2530,4378,0.869346734
Parlier,2025,15038,15036,3825,2,3507,1291,2334,1432,1327,2165,1884,1620,1453,952,579,,,,,,,,,,,,,,,,,333,48,756,177,100,482,390,116,139,2541,4554,0.839920949
Parlier,2026,15042,15040,3829,2,3425,1289,2259,1400,1363,2158,1941,1605,1422,982,623,,,,,,,,,,,,,,,,,334,48,763,177,99,483,391,117,140,2553,4559,0.839877166
Parlier,2027,15047,15045,3832,2,3343,1301,2160,1357,1420,2182,1894,1649,1395,1043,645,,,,,,,,,,,,,,,,,335,49,772,178,97,487,393,117,140,2568,4564,0.839614373
Parlier,2028,15052,15050,3836,2,3260,1306,2069,1361,1421,2192,1872,1712,1375,1077,666,,,,,,,,,,,,,,,,,335,49,780,179,96,489,394,118,141,2581,4569,0.839571022
Parlier,2029,15057,15055,3840,2,3178,1311,1972,1397,1382,2261,1831,1765,1357,1072,710,,,,,,,,,,,,,,,,,336,50,788,180,94,492,395,118,141,2594,4574,0.839527766
Parlier,2030,15062,15060,3844,2,3096,1319,1907,1341,1364,2303,1869,1749,1378,1080,753,,,,,,,,,,,,,,,,,336,50,796,181,93,494,396,119,142,2607,4576,0.840034965
Parlier,2031,15090,15088,3851,2,3038,1331,1869,1309,1336,2344,1884,1751,1390,1087,789,,,,,,,,,,,,,,,,,337,51,803,182,97,497,398,119,142,2626,4585,0.839912759
Parlier,2032,15119,15117,3858,2,2980,1339,1818,1280,1298,2399,1884,1788,1401,1113,799,,,,,,,,,,,,,,,,,338,51,810,183,100,499,399,120,143,2644,4594,0.839791032
Parlier,2033,15147,15145,3865,2,2922,1343,1805,1217,1304,2466,1869,1770,1395,1130,848,,,,,,,,,,,,,,,,,339,52,818,183,105,502,401,120,144,2662,4603,0.839669781
Parlier,2034,15174,15172,3872,2,2864,1348,1835,1107,1341,2467,1917,1737,1410,1139,874,,,,,,,,,,,,,,,,,340,52,826,184,108,504,402,121,145,2680,4612,0.839549003
Parlier,2035,15202,15199,3879,2,2806,1357,1839,1051,1290,2520,1965,1691,1406,1180,903,,,,,,,,,,,,,,,,,340,53,834,185,111,505,403,122,145,2697,4618,0.839974015
Parlier,2036,15229,15227,3881,2,2817,1364,1854,1009,1260,2529,1964,1746,1396,1159,949,,,,,,,,,,,,,,,,,341,53,844,186,116,508,405,122,146,2719,4620,0.84004329
Parlier,2037,15257,15254,3883,2,2829,1363,1869,957,1233,2550,1993,1709,1440,1141,1002,,,,,,,,,,,,,,,,,342,54,851,187,119,510,406,123,146,2737,4622,0.840112505
Parlier,2038,15284,15281,3885,2,2840,1362,1882,939,1174,2562,2007,1696,1499,1129,1034,,,,,,,,,,,,,,,,,343,54,859,187,123,513,407,123,147,2756,4625,0.84
Parlier,2039,15311,15308,3886,2,2852,1361,1897,959,1069,2567,2077,1663,1549,1116,1053,,,,,,,,,,,,,,,,,343,55,867,188,126,515,409,124,148,2775,4628,0.839671564
Parlier,2040,15337,15335,3888,2,2863,1356,1911,959,1016,2507,2123,1704,1541,1138,1082,,,,,,,,,,,,,,,,,344,55,876,189,130,517,410,124,148,2793,4628,0.840103717
Parlier,2041,15363,15361,3891,2,2882,1346,1926,970,977,2458,2166,1722,1546,1150,1103,,,,,,,,,,,,,,,,,345,56,883,190,133,520,411,125,149,2811,4632,0.840025907
Parlier,2042,15388,15386,3894,2,2901,1332,1938,980,928,2401,2222,1726,1582,1162,1118,,,,,,,,,,,,,,,,,346,56,890,191,136,522,412,125,150,2829,4636,0.839948231
Parlier,2043,15412,15410,3898,2,2919,1320,1946,990,912,2354,2290,1716,1571,1160,1155,,,,,,,,,,,,,,,,,348,56,898,191,140,524,413,126,150,2846,4640,0.840086207
Parlier,2044,15433,15431,3901,2,2938,1307,1953,1000,933,2291,2296,1764,1544,1176,1170,,,,,,,,,,,,,,,,,348,57,907,192,143,526,414,126,151,2864,4644,0.840008613
Parlier,2045,15454,15451,3904,2,2957,1292,1959,1010,934,2197,2351,1814,1506,1179,1212,,,,,,,,,,,,,,,,,349,57,916,193,147,527,415,126,151,2883,4647,0.8401119
Parlier,2046,15472,15470,3908,2,,1276,1959,1022,946,2136,2366,1818,1558,1172,1219,,,,,,,,,,,,,,,,,350,57,925,193,149,530,416,127,152,2900,4652,0.840068788
Parlier,2047,15490,15488,3912,2,,1261,1956,1029,956,2067,2392,1849,1530,1213,1235,,,,,,,,,,,,,,,,,351,58,933,194,153,531,417,127,152,2916,4657,0.840025768
Parlier,2048,15505,15503,3916,2,,1248,1950,1036,967,1999,2409,1866,1524,1266,1240,,,,,,,,,,,,,,,,,352,58,941,195,156,532,418,128,153,2933,4662,0.83998284
Parlier,2049,15519,15517,3920,2,,1236,1940,1046,978,1923,2420,1936,1498,1311,1233,,,,,,,,,,,,,,,,,353,58,949,195,160,533,419,128,153,2949,4667,0.839940004
Parlier,2050,15532,15529,3924,2,2945,1222,1926,1056,989,1878,2369,1984,1539,1306,1263,,,,,,,,,,,,,,,,,354,59,958,195,162,535,419,128,154,2965,4670,0.840256959
Parlier,2051,15541,15539,3928,2,,1209,1909,1062,1002,1855,2326,2028,1558,1313,1278,,,,,,,,,,,,,,,,,355,59,966,196,165,536,420,129,154,2980,4675,0.840213904
Parlier,2052,15550,15548,3932,2,,1200,1892,1066,1009,1821,2276,2084,1566,1346,1290,,,,,,,,,,,,,,,,,356,59,976,196,168,536,420,129,155,2995,4680,0.84017094
Parlier,2053,15556,15554,3937,2,,1192,1875,1068,1016,1817,2235,2150,1557,1339,1307,,,,,,,,,,,,,,,,,357,59,985,196,170,537,421,129,155,3009,4686,0.840162185
Parlier,2054,15560,15558,3941,2,,1185,1855,1068,1026,1850,2178,2159,1603,1316,1321,,,,,,,,,,,,,,,,,358,60,994,197,173,537,421,129,155,3025,4692,0.839940324
Parlier,2055,15563,15561,3945,2,2847,1179,1835,1064,1036,1863,2091,2214,1649,1283,1350,,,,,,,,,,,,,,,,,359,60,1002,197,176,537,421,129,156,3037,4695,0.840255591
Parlier,2056,15564,15562,3944,2,,1175,1816,1056,1042,1887,2034,2228,1655,1329,1341,,,,,,,,,,,,,,,,,359,60,1011,197,179,537,422,130,156,3050,4694,0.840221559
Parlier,2057,15564,15561,3944,2,,1175,1798,1048,1046,1905,1971,2253,1683,1305,1379,,,,,,,,,,,,,,,,,361,60,1021,197,181,537,422,130,156,3065,4693,0.840400597
Parlier,2058,15560,15558,3943,2,,1175,1798,1048,1046,1905,1970,2253,1683,1305,1379,,,,,,,,,,,,,,,,,362,60,1030,198,184,537,422,130,156,3077,4692,0.840366581
Parlier,2059,15556,15554,3942,2,,1175,1797,1047,1046,1904,1970,2252,1682,1305,1378,,,,,,,,,,,,,,,,,363,60,1039,198,186,537,422,130,156,3089,4692,0.840153453
Parlier,2060,15549,15546,3941,2,2794,1174,1796,1047,1045,1903,1969,2251,1682,1304,1378,,,,,,,,,,,,,,,,,364,60,1049,198,188,536,421,130,157,3101,4690,0.840298507
Reedley,2022,25293,25045,7244,248,5455,1929,3790,2222,2000,3366,3064,2833,2592,1820,1676,,,,,,,,,,,,,,,,,2008,148,946,497,256,1623,1895,507,238,8118,7483,0.968060938
Reedley,2023,25435,25186,7330,250,5384,1930,3671,2216,2099,3477,3001,2888,2617,1847,1690,,,,,,,,,,,,,,,,,2036,149,934,499,343,1631,1905,510,240,8247,7816,0.937819857
Reedley,2024,25612,25361,7418,251,5312,1975,3524,2229,2151,3563,3013,2916,2619,1923,1699,,,,,,,,,,,,,,,,,2066,151,931,503,381,1638,1913,513,241,8337,8164,0.908623224
Reedley,2025,25831,25578,7506,253,5241,2030,3388,2270,2170,3599,3070,2925,2681,1968,1730,,,,,,,,,,,,,,,,,2066,151,940,505,416,1646,1922,515,243,8405,8526,0.880365939
Reedley,2026,25841,25588,7515,254,5132,2047,3284,2207,2184,3698,3062,2927,2688,2010,1734,,,,,,,,,,,,,,,,,2072,153,950,507,398,1653,1931,518,244,8427,8536,0.880388941
Reedley,2027,25858,25595,7523,263,5024,2081,3192,2161,2204,3745,3047,2959,2688,2036,1744,,,,,,,,,,,,,,,,,2075,155,961,511,370,1669,1942,522,246,8451,8546,0.880294875
Reedley,2028,25873,25610,7532,263,4915,2106,3047,2149,2184,3815,3109,2955,2695,2066,1746,,,,,,,,,,,,,,,,,2078,157,971,514,349,1681,1951,525,247,8473,8556,0.880317906
Reedley,2029,25887,25624,7541,263,4807,2133,2987,2064,2181,3918,3154,2901,2680,2073,1795,,,,,,,,,,,,,,,,,2081,159,981,518,325,1692,1962,529,249,8495,8566,0.880340883
Reedley,2030,25902,25639,7549,263,4698,2159,2895,2026,2202,3942,3187,2868,2666,2115,1841,,,,,,,,,,,,,,,,,2084,161,990,521,303,1704,1971,531,250,8516,8575,0.880349854
Reedley,2031,26071,25806,7597,265,,2193,2896,1965,2153,4052,3209,2875,2628,2208,1891,,,,,,,,,,,,,,,,,2090,163,1000,525,315,1716,1983,536,252,8579,8630,0.880301275
Reedley,2032,26243,25976,7646,267,,2231,2913,1910,2119,4094,3244,2920,2609,2239,1964,,,,,,,,,,,,,,,,,2096,164,1008,529,327,1727,1994,538,254,8637,8685,0.880368451
Reedley,2033,26413,26144,7695,269,,2263,2973,1755,2119,4180,3348,2857,2657,2256,2005,,,,,,,,,,,,,,,,,2099,166,1018,531,339,1739,2003,542,256,8694,8741,0.880334058
Reedley,2034,26575,26305,7744,270,,2294,3038,1677,2045,4235,3424,2862,2677,2255,2067,,,,,,,,,,,,,,,,,2105,168,1028,535,347,1751,2015,545,257,8751,8797,0.880300102
Reedley,2035,26739,26467,7793,272,4579,2318,3087,1585,2020,4279,3448,2907,2678,2302,2115,,,,,,,,,,,,,,,,,2108,170,1038,538,355,1759,2024,549,259,8799,8850,0.880564972
Reedley,2036,26903,26629,7829,274,,2338,3148,1556,1958,4255,3561,2914,2694,2318,2160,,,,,,,,,,,,,,,,,2114,172,1050,542,371,1771,2035,552,260,8867,8891,0.880553369
Reedley,2037,27069,26793,7866,275,,2356,3201,1550,1903,4252,3626,2916,2738,2329,2197,,,,,,,,,,,,,,,,,2117,173,1060,545,377,1783,2047,556,262,8920,8933,0.880555245
Reedley,2038,27230,26953,7902,277,,2365,3256,1584,1750,4245,3715,2993,2748,2347,2227,,,,,,,,,,,,,,,,,2123,175,1069,549,390,1795,2056,559,264,8980,8975,0.880445682
Reedley,2039,27391,27113,7939,279,,2366,3310,1627,1673,4184,3839,3054,2713,2348,2276,,,,,,,,,,,,,,,,,2129,177,1079,553,399,1807,2068,563,266,9040,9017,0.880448043
Reedley,2040,27551,27271,7976,280,5007,2362,3362,1651,1583,4195,3887,3107,2700,2353,2352,,,,,,,,,,,,,,,,,2132,179,1090,555,409,1819,2077,566,267,9095,9056,0.880742049
Reedley,2041,27706,27424,8011,282,,2355,3410,1686,1555,4087,3999,3129,2709,2325,2452,,,,,,,,,,,,,,,,,2138,181,1099,559,418,1831,2089,570,269,9154,9095,0.880813634
Reedley,2042,27855,27571,8045,283,,2340,3451,1720,1550,4002,4043,3167,2753,2310,2518,,,,,,,,,,,,,,,,,2147,183,1108,562,427,1843,2098,573,270,9211,9135,0.880678708
Reedley,2043,27997,27712,8080,285,,2321,3489,1753,1585,3852,4132,3271,2696,2355,2544,,,,,,,,,,,,,,,,,2156,185,1118,566,437,1851,2108,577,272,9269,9175,0.880653951
Reedley,2044,28125,27839,8115,286,,2299,3515,1785,1629,3705,4191,3348,2703,2375,2575,,,,,,,,,,,,,,,,,2159,186,1129,569,442,1863,2117,580,273,9318,9215,0.880629409
Reedley,2045,28248,27960,8150,287,5326,2277,3532,1819,1653,3592,4238,3376,2748,2380,2633,,,,,,,,,,,,,,,,,2165,188,1140,572,453,1871,2126,583,275,9373,9252,0.880890618
Reedley,2046,28361,28072,8177,288,,2255,3544,1850,1688,3503,4218,3489,2757,2396,2660,,,,,,,,,,,,,,,,,2171,189,1151,575,456,1884,2136,586,276,9423,9283,0.880857481
Reedley,2047,28466,28177,8204,290,,2229,3547,1880,1721,3445,4217,3554,2761,2437,2675,,,,,,,,,,,,,,,,,2177,191,1161,577,462,1892,2145,588,278,9471,9314,0.880824565
Reedley,2048,28557,28266,8231,290,,2209,3538,1908,1753,3327,4212,3643,2836,2442,2690,,,,,,,,,,,,,,,,,2183,192,1171,581,471,1900,2154,591,279,9522,9345,0.880791867
Reedley,2049,28641,28350,8258,291,,2184,3521,1934,1786,3294,4151,3765,2892,2409,2706,,,,,,,,,,,,,,,,,2189,193,1182,583,478,1908,2161,594,281,9568,9376,0.880759386
Reedley,2050,28715,28423,8285,292,5374,2164,3498,1952,1819,3227,4160,3810,2940,2397,2747,,,,,,,,,,,,,,,,,2195,195,1193,586,481,1916,2168,597,282,9612,9404,0.881008082
Reedley,2051,28774,28481,8302,293,,2146,3468,1970,1848,3232,4050,3917,2960,2404,2779,,,,,,,,,,,,,,,,,2200,197,1203,588,485,1924,2175,600,283,9654,9423,0.881035764
Reedley,2052,28826,28533,8318,293,,2129,3436,1980,1876,3258,3961,3956,2994,2441,2794,,,,,,,,,,,,,,,,,2206,197,1215,591,488,1928,2182,602,285,9693,9442,0.880957424
Reedley,2053,28863,28569,8335,294,,2121,3397,1983,1903,3319,3806,4037,3086,2385,2825,,,,,,,,,,,,,,,,,2212,197,1226,592,486,1936,2189,604,286,9728,9461,0.880985097
Reedley,2054,28887,28593,8351,294,,2113,3361,1977,1925,3389,3655,4087,3153,2385,2842,,,,,,,,,,,,,,,,,2218,199,1237,594,491,1939,2195,606,287,9769,9480,0.880907173
Reedley,2055,28904,28610,8368,294,5177,2114,3318,1968,1940,3439,3536,4124,3174,2421,2868,,,,,,,,,,,,,,,,,2224,200,1247,595,494,1943,2200,608,288,9799,9497,0.881120354
Reedley,2056,28911,28617,8363,294,,2118,3277,1955,1955,3497,3441,4095,3273,2424,2877,,,,,,,,,,,,,,,,,2227,200,1258,598,494,1947,2207,610,289,9831,9492,0.881057733
Reedley,2057,28907,28613,8358,294,,2123,3241,1934,1962,3550,3374,4083,3325,2421,2894,,,,,,,,,,,,,,,,,2236,201,1271,599,496,1951,2211,612,290,9867,9487,0.880995046
Reedley,2058,28888,28594,8353,294,,2122,3239,1933,1960,3547,3372,4080,3322,2420,2892,,,,,,,,,,,,,,,,,2242,202,1282,602,495,1954,2215,613,291,9896,9482,0.880932293
Reedley,2059,28859,28566,8348,294,,2120,3236,1931,1958,3544,3369,4076,3319,2417,2889,,,,,,,,,,,,,,,,,2248,202,1293,603,493,1958,2219,614,292,9922,9477,0.880869473
Reedley,2060,28817,28524,8343,293,5051,2117,3231,1928,1955,3539,3364,4070,3314,2414,2885,,,,,,,,,,,,,,,,,2254,202,1305,604,491,1958,2221,615,293,9943,9469,0.881085648
Sanger,2022,27039,26889,7815,149,6080,2131,4183,2430,1976,3800,3612,3061,2589,1878,1379,,,,,,,,,,,,,,,,,954,136,2726,747,1720,1102,981,685,746,9797,8057,0.969964006
Sanger,2023,27039,26889,7864,149,5940,2105,4003,2509,2053,3646,3764,3047,2574,1923,1414,,,,,,,,,,,,,,,,,967,137,2690,749,1607,1105,983,688,750,9675,8385,0.937865236
Sanger,2024,27041,26892,7913,149,5799,2112,3845,2501,2126,3629,3776,3114,2529,1950,1459,,,,,,,,,,,,,,,,,982,138,2682,752,1596,1107,985,689,753,9684,8726,0.906830163
Sanger,2025,27044,26895,7962,149,5659,2168,3679,2432,2203,3589,3768,3153,2532,2004,1517,,,,,,,,,,,,,,,,,982,138,2710,753,1597,1109,987,691,755,9723,9080,0.876872247
Sanger,2026,27115,26965,7996,150,5549,2210,3534,2398,2278,3636,3692,3214,2540,2019,1595,,,,,,,,,,,,,,,,,984,139,2738,755,1610,1111,989,693,758,9778,9119,0.876850532
Sanger,2027,27228,27073,8030,156,5439,2236,3420,2340,2351,3704,3641,3273,2584,2057,1622,,,,,,,,,,,,,,,,,986,141,2770,758,1628,1119,993,696,761,9851,9158,0.876829002
Sanger,2028,27333,27177,8064,156,5328,2254,3330,2250,2438,3710,3667,3331,2598,2057,1698,,,,,,,,,,,,,,,,,987,142,2798,761,1649,1124,995,698,763,9918,9197,0.876807655
Sanger,2029,27435,27278,8098,157,5218,2274,3277,2178,2439,3817,3623,3359,2616,2133,1721,,,,,,,,,,,,,,,,,989,143,2826,765,1667,1129,998,702,766,9984,9236,0.876786488
Sanger,2030,27538,27380,8133,158,5108,2304,3193,2171,2379,3972,3577,3329,2675,2134,1804,,,,,,,,,,,,,,,,,990,145,2854,768,1683,1134,1000,704,768,10046,9273,0.877062439
Sanger,2031,27619,27461,8157,158,,2331,3123,2137,2347,4062,3553,3347,2694,2166,1859,,,,,,,,,,,,,,,,,993,146,2882,771,1697,1139,1003,707,771,10110,9300,0.877096774
Sanger,2032,27702,27544,8180,159,,2360,3111,2051,2288,4157,3561,3348,2743,2174,1911,,,,,,,,,,,,,,,,,996,147,2906,775,1708,1144,1007,709,776,10167,9327,0.877023695
Sanger,2033,27784,27625,8204,159,,2384,3138,1949,2198,4317,3428,3499,2738,2167,1967,,,,,,,,,,,,,,,,,997,149,2934,776,1724,1149,1009,713,779,10229,9355,0.87696419
Sanger,2034,27863,27703,8228,160,,2411,3208,1838,2126,4391,3423,3519,2806,2132,2010,,,,,,,,,,,,,,,,,1000,150,2962,779,1736,1154,1012,714,782,10289,9383,0.876905041
Sanger,2035,27941,27781,8252,160,4827,2432,3261,1720,2118,4412,3396,3523,2851,2144,2085,,,,,,,,,,,,,,,,,1001,151,2990,783,1747,1156,1014,718,784,10344,9408,0.87712585
Sanger,2036,28021,27860,8264,161,,2446,3299,1640,2086,4454,3443,3455,2909,2152,2136,,,,,,,,,,,,,,,,,1004,153,3026,786,1765,1161,1017,720,787,10418,9422,0.877096158
Sanger,2037,28101,27940,8276,161,,2459,3333,1620,2003,4466,3505,3405,2961,2188,2160,,,,,,,,,,,,,,,,,1006,154,3054,789,1776,1165,1020,724,789,10477,9436,0.877066554
Sanger,2038,28178,28017,8288,161,,2462,3370,1635,1905,4462,3511,3428,3013,2199,2195,,,,,,,,,,,,,,,,,1009,155,3082,792,1789,1170,1022,725,795,10539,9450,0.877037037
Sanger,2039,28256,28095,8300,162,,2460,3411,1691,1798,4395,3614,3387,3038,2216,2247,,,,,,,,,,,,,,,,,1011,156,3110,796,1801,1175,1026,729,797,10601,9464,0.877007608
Sanger,2040,28334,28171,8312,162,5164,2450,3451,1730,1684,4336,3763,3347,3013,2270,2290,,,,,,,,,,,,,,,,,1013,158,3142,797,1817,1180,1027,731,800,10664,9476,0.87716336
Sanger,2041,28408,28246,8326,163,,2435,3488,1749,1609,4280,3855,3330,3034,2291,2336,,,,,,,,,,,,,,,,,1016,159,3166,800,1829,1185,1031,734,802,10722,9492,0.877159713
Sanger,2042,28480,28317,8340,163,,2415,3522,1768,1591,4149,3953,3344,3040,2338,2360,,,,,,,,,,,,,,,,,1020,160,3194,804,1840,1190,1033,736,805,10781,9508,0.877156079
Sanger,2043,28549,28385,8354,164,,2390,3556,1784,1608,3973,4113,3226,3182,2338,2379,,,,,,,,,,,,,,,,,1024,161,3222,807,1852,1192,1035,740,807,10839,9524,0.877152457
