MAZ,TAZ,SOI,HH_POP,Base_HH,Base_HU,Base_EMP,HU_SF,HU_MF,HU_OTH,Base_EDU,Base_FOO,Base_GOV,Base_IND,Base_MED,Base_OFC,Base_OTH,Base_RET,Base_AGR,Base_SCHL,Base_ELEM,Base_HS,Base_COLLEGE,PLANNED,GEO_AREA
1,2221,Unincorporate,12,4,4,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rural
2,2221,Unincorporate,9,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
3,2221,Unincorporate,6,2,2,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Rural
4,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
5,2221,Unincorporate,12,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
6,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
7,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
8,2221,Unincorporate,12,4,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
9,2221,Unincorporate,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
10,2221,Unincorporate,21,7,7,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
11,2221,Unincorporate,30,10,10,3,8,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Rural
12,2221,Unincorporate,59,19,19,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
13,2221,Unincorporate,71,23,23,9,13,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,Rural
14,2221,Unincorporate,9,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
15,2221,Unincorporate,12,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
16,2221,Unincorporate,46,15,15,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
17,2221,Unincorporate,43,14,14,23,8,0,6,0,0,0,0,0,0,0,0,23,0,0,0,0,0,Rural
18,2221,Unincorporate,31,10,10,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
19,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
20,2221,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
21,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
22,2221,Unincorporate,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
23,2221,Unincorporate,9,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
24,2221,Unincorporate,16,5,5,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rural
25,2221,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
26,2221,Unincorporate,37,12,12,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
27,2221,Unincorporate,71,23,23,3,10,0,13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,Rural
28,2221,Unincorporate,9,3,3,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Rural
29,2221,Unincorporate,6,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
30,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
31,2221,Unincorporate,9,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
32,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
33,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
34,2221,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
35,2221,Unincorporate,21,7,7,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
36,2221,Unincorporate,28,9,9,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
37,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
38,2221,Unincorporate,46,15,15,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
39,2221,Unincorporate,12,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
40,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
41,2221,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
42,2221,Unincorporate,40,13,13,2,9,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Rural
43,2221,Unincorporate,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
44,2221,Unincorporate,30,10,10,3,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Rural
45,2221,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
46,2221,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
47,2221,Unincorporate,6,2,2,37,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,Rural
48,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
49,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
50,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
51,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
52,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
53,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
54,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
55,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
56,2223,Unincorporate,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Rural
57,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
58,2223,Unincorporate,32,6,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
59,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
60,2223,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
61,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
62,2223,Unincorporate,46,9,15,2,4,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Rural
63,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
64,2223,Unincorporate,13,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
65,2223,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
66,2223,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
67,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
68,2223,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
69,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
70,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
71,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
72,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
73,2223,Unincorporate,16,3,5,132,3,0,2,0,0,0,0,0,0,0,0,132,0,0,0,0,0,Rural
74,2223,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
75,2223,Unincorporate,6,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
76,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
77,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
78,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
79,2223,Unincorporate,6,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
80,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
81,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
82,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
83,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
84,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
85,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
86,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
87,2223,Unincorporate,29,5,9,15,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,Rural
88,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
89,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
90,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
91,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
92,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
93,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
94,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
95,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
96,2223,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
97,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
98,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
99,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
100,2223,Unincorporate,41,8,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
101,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
102,2223,Unincorporate,117,22,38,8,3,0,35,0,0,0,0,1,0,2,0,5,0,0,0,0,0,Rural
103,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
104,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
105,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
106,2223,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
107,2223,Unincorporate,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,Rural
108,2223,Unincorporate,10,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
109,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
110,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
111,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
112,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
113,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
114,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
115,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
116,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
117,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
118,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
119,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
120,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
121,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
122,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
123,2222,Unincorporate,6,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
124,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
125,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
126,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
127,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
128,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
129,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
130,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
131,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
132,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
133,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
134,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
135,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
136,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
137,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
138,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
139,2222,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
140,2222,Unincorporate,6,1,2,12,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,Rural
141,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
142,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
143,2224,Unincorporate,9,2,3,84,1,0,2,0,0,0,0,0,0,0,0,84,0,0,0,0,0,Rural
144,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
145,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
146,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
147,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
148,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
149,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
150,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
151,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
152,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
153,2224,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
154,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
155,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
156,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
157,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
158,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
159,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
160,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
161,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
162,2224,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
163,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
164,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
165,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
166,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
167,2231,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
168,2231,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
169,2231,Unincorporate,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,Rural
170,2231,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
171,2231,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
172,2202,Unincorporate,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,Rural
173,2202,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
174,2202,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
175,2202,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
176,2202,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
177,2202,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
178,2242,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
179,2242,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
180,2242,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
181,2242,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
182,2242,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
183,2242,Unincorporate,10,3,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
184,2242,Unincorporate,23,6,7,10,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,Rural
185,2242,Unincorporate,29,8,9,31,9,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,Rural
186,2242,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
187,2242,Unincorporate,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,Rural
188,2242,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
189,2242,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
190,2241,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
191,2241,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
192,2241,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
193,2241,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
194,2241,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
195,2241,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
196,2241,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
197,2241,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
198,2241,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
199,2254,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
200,2254,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
201,2254,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
202,2224,Unincorporate,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,Rural
203,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
204,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
205,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
206,2224,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
207,2229,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
208,2229,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
209,2229,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
210,2229,Unincorporate,16,5,5,16,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,Rural
211,2229,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
212,2229,Unincorporate,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
213,2229,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
214,2229,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
215,2229,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
216,2229,Unincorporate,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
217,2229,Unincorporate,3,1,1,17,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,Rural
218,2229,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
219,2229,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
220,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
221,2226,Unincorporate,3,1,1,23,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,Rural
222,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
223,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
224,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
225,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
226,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
227,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
228,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
229,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
230,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
231,2226,Unincorporate,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
232,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
233,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
234,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
235,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
236,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
237,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
238,2226,Unincorporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rural
