TAZ,SOI,Base_EMP,transit_skim,IDX_Transit,sov_skim,IDX_SOV
1224,,0.0,0.0,0.0,0.0,0.0
1225,,0.0,0.0,0.0,0.0,0.0
1226,,0.0,0.0,0.0,0.0,0.0
1227,,0.0,0.0,0.0,0.0,0.0
1228,,0.0,0.0,0.0,0.0,0.0
1229,,0.0,0.0,0.0,0.0,0.0
1230,,0.0,0.0,0.0,0.0,0.0
1231,Fresno,47.0,0.0,0.0,175949.07519306603,0.5311244979919679
1232,Fresno,1.0,0.0,0.0,173412.04521299206,0.5105421686746988
1233,Fresno,2.0,0.0,0.0,170256.66135802033,0.4859437751004016
1234,Fresno,0.0,0.0,0.0,177740.61184099937,0.5451807228915663
1235,Fresno,6.0,0.0,0.0,173789.74130841048,0.5140562248995983
1236,Fresno,0.0,0.0,0.0,169302.19456997368,0.47690763052208834
1237,Fresno,19.0,0.0,0.0,165587.77100876806,0.44377510040160645
1238,Fresno,0.0,0.0,0.0,147977.41425609184,0.3468875502008032
1239,Fresno,0.0,0.0,0.0,153768.57333094726,0.36596385542168675
1240,Fresno,0.0,0.0,0.0,161244.66796212792,0.40913654618473894
1241,Fresno,0.0,0.0,0.0,173887.0000583643,0.5150602409638554
1242,Fresno,58.0,0.0,0.0,175971.15358331846,0.5316265060240963
1243,Fresno,14.0,0.0,0.0,170501.54962663117,0.4879518072289157
1244,Fresno,1.0,0.0,0.0,166718.27210874148,0.4528112449799197
1245,Fresno,0.0,0.0,0.0,163868.84506384147,0.4252008032128514
1246,Fresno,14.0,0.0,0.0,184061.89471616413,0.6034136546184738
1247,Fresno,3.0,0.0,0.0,176573.74449653216,0.5366465863453815
1248,Fresno,7.0,0.0,0.0,176629.70599077106,0.5371485943775101
1249,Fresno,4.0,0.0,0.0,173155.2532566718,0.5080321285140562
1250,Fresno,4.0,0.0,0.0,185381.80750003332,0.6169678714859438
1251,Fresno,71.0,0.0,0.0,177500.42752258142,0.5431726907630522
1252,Fresno,156.0,0.0,0.0,178417.23065950652,0.5522088353413654
1253,Fresno,9.0,0.0,0.0,173777.5551377721,0.5135542168674698
1254,Fresno,43.0,0.0,0.0,190085.4955847335,0.6586345381526104
1255,Fresno,2.0,0.0,0.0,183388.99500050198,0.5968875502008032
1256,Fresno,63.0,0.0,0.0,177748.41743745818,0.5456827309236948
1257,Fresno,38.0,0.0,0.0,172246.97150299736,0.5015060240963856
1258,Fresno,5.0,0.0,0.0,190954.68516619326,0.6656626506024096
1259,Fresno,10.0,0.0,0.0,183880.48419757138,0.6029116465863453
1260,Fresno,0.0,0.0,0.0,177896.22946727253,0.5481927710843374
1261,Fresno,0.0,0.0,0.0,178442.90758093575,0.5532128514056225
1262,Fresno,0.0,0.0,0.0,191760.5748843032,0.6757028112449799
1263,Fresno,0.0,0.0,0.0,189956.49243203693,0.6556224899598394
1264,Fresno,0.0,0.0,0.0,187230.04265911464,0.6320281124497992
1265,Fresno,0.0,0.0,0.0,181004.07892851345,0.5753012048192772
1266,Fresno,8.0,0.0,0.0,187344.45678818377,0.6330321285140562
