parcelid,SOI,COMMUNITY,TAZ,HU_NET,EMP_NET,TOTAL_SCORE,TAZ_HU_Target,TAZ_EMP_Target,SOI_HU_P,SOI_EMP_P,DEV,DEV_TAZ,DEV_SOI,SOI_HU_Target,SOI_EMP_Target
11153,Clovis, ,160,0.0,0.42805233408,5.962002268521238,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
21607,Clovis, ,160,0.0,0.4508900608,5.962002268521238,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
405091,Clovis, ,160,0.0,0.29606749952,5.962002268521238,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
405092,Clovis, ,160,0.0,0.48830306304,5.962002268521238,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
405093,Clovis, ,160,0.0,1.3218081433600002,5.962002268521238,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
405094,Clovis, ,160,0.0,1.5648806297600002,5.962002268521238,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
405095,Clovis, ,160,0.0,0.16629918976,5.962002268521238,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
405096,Clovis, ,160,0.0,0.13110135039999998,5.962002268521238,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441569,Clovis, ,286,6.09957131805,1.2626999649,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441570,Clovis, ,286,2.34541958455,0.4855359619,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441574,Clovis, ,286,11.689987328039999,2.41999737672,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441575,Clovis, ,286,6.783481979189999,1.4042794174200002,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441578,Clovis, ,286,5.41542361878,1.1210714420399999,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441579,Clovis, ,286,3.1309850595099995,0.6481594391799999,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
442954,Clovis, ,286,11.689987328039999,2.41999737672,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
442955,Clovis, ,286,6.94111259282,1.4369112467599998,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
442957,Clovis, ,286,4.8099478777,0.9957291586,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
442958,Clovis, ,286,1.79262107598,0.37109863164000007,5.907002738294294,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
402270,Clovis, ,200,1.03556183744,0.0,5.883680753087638,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
402271,Clovis, ,200,0.90568380864,0.0,5.883680753087638,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
402272,Clovis, ,200,2.7092808496000003,0.0,5.883680753087638,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
402273,Clovis, ,200,2.33847461536,0.0,5.883680753087638,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
402274,Clovis, ,200,0.33386578368000003,0.0,5.883680753087638,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
402275,Clovis, ,200,0.27173921632000003,0.0,5.883680753087638,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441566,Clovis, ,286,2.46536783388,0.51036699384,5.862491223654209,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441571,Clovis, ,286,5.268864639219999,1.0907316019600002,5.862491223654209,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441567,Clovis, ,286,2.95054802742,0.6108063495599999,5.853192585321863,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441568,Clovis, ,286,3.31624734952,0.6865114273599999,5.853192585321863,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441572,Clovis, ,286,11.689987328039999,2.41999737672,5.853192585321863,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441573,Clovis, ,286,11.690005704719999,2.42000118096,5.853192585321863,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441576,Clovis, ,286,5.228727526889999,1.0824226360200002,5.853192585321863,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
441577,Clovis, ,286,5.46885167661,1.1321318269799998,5.853192585321863,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
442940,Clovis, ,286,4.0127916508400014,0.8307062271200001,5.853192585321863,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
404854,Clovis, ,200,1.4017996761600002,0.0,5.811890198407742,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
404855,Clovis, ,200,0.9425650956799999,0.0,5.811890198407742,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
404856,Clovis, ,200,2.08192598848,0.0,5.811890198407742,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
404857,Clovis, ,200,1.40544544608,0.0,5.811890198407742,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
404915,Clovis, ,200,1.88583286528,0.0,5.811890198407742,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
404916,Clovis, ,200,2.4323967948800003,0.0,5.811890198407742,0.0,0.0,0.0,0.0,2035,0,1,5835.372137075944,4011.0
