MAZ,TAZ,SOI,POP,HH,HU,HU_SF,HU_MF,HU_OTH,EMP,EMP_EDU,EMP_FOO,EMP_GOV,EMP_IND,EMP_MED,EMP_OFC,EMP_OTH,EMP_RET,EMP_AGR,ELEM,HS,COLLEGE,SCHL_Factor
1337,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1338,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1339,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1340,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1341,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,3.1025684858327276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1025684858327276,0,0,0,1.0
1342,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1343,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1344,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1345,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1346,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1347,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1348,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1349,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1350,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1351,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1352,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1353,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1354,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1355,2305,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1356,2710,Unincorporate,65,24,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1357,2707,Unincorporate,16,5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1358,2707,Unincorporate,46,15,20.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1359,2707,Unincorporate,9,3,4.0,4.0,0.0,0.0,13.444463438608487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.444463438608487,0,0,0,1.0
1360,2707,Unincorporate,79,25,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1361,2703,Unincorporate,2,1,1.0043436671351547,1.0043436671351547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1362,2703,Unincorporate,44,14,19.08252967556794,13.05646767275701,0.0,6.026062002810928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1363,2703,Unincorporate,40,13,17.073842341297627,14.060811339892165,0.0,3.013031001405464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1364,2703,Unincorporate,56,18,24.104248011243712,16.069498674162475,0.0,8.034749337081237,1.0450434246566886,0.0,0.0,0.0,0.0,1.0450434246566886,0.0,0.0,0.0,0.0,0,0,0,1.0
1365,2703,Unincorporate,23,7,10.043436671351547,2.0086873342703093,0.0,8.034749337081237,1.0450434246566886,0.0,0.0,0.0,0.0,1.0450434246566886,0.0,0.0,0.0,0.0,0,0,0,1.0
1366,2699,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1367,2699,Unincorporate,50,13,14.060811339892165,9.039093004216392,0.0,5.021718335675773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1368,2699,Unincorporate,32,8,9.039093004216392,8.034749337081237,0.0,1.0043436671351547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1369,2699,Unincorporate,11,3,3.013031001405464,1.0043436671351547,0.0,2.0086873342703093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1370,2699,Unincorporate,71,18,20.086873342703093,17.073842341297627,0.0,3.013031001405464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1371,2699,Unincorporate,79,20,22.095560676973403,12.052124005621856,0.0,10.043436671351547,19.64960041027394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64960041027394,0,0,0,1.0
1372,2699,Unincorporate,204,52,57.247589026703814,49.21283968962258,0.0,8.034749337081237,5.225217123283443,0.0,0.0,0.0,0.0,5.225217123283443,0.0,0.0,0.0,0.0,0,0,0,1.0
1373,2708,Unincorporate,215,69,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1374,2708,Unincorporate,182,59,79.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654,0,0,1.0
1375,2708,Unincorporate,21,7,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1376,2708,Unincorporate,191,62,83.0,81.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1377,2708,Unincorporate,212,69,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1378,2704,Unincorporate,58,19,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1379,2704,Unincorporate,58,19,25.0,12.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1380,2704,Unincorporate,12,4,5.021718335675773,4.017374668540619,0.0,1.0043436671351547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1381,2704,Unincorporate,186,58,76.52982401439,49.52982401439,0.0,27.0,27.683789905551517,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,20.683789905551517,0,0,0,0.8193891879241751
1382,2704,Unincorporate,133,43,56.90144658564,52.90144658564,2.0,2.0,2.034189495277576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0341894952775759,0,0,0,0.8193891879241751
1383,2704,Unincorporate,44,14,19.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1384,2704,Unincorporate,18,6,6.93806461296,6.93806461296,0.0,0.0,2.0683789905551517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0683789905551517,0,0,0,0.8193891879241751
1385,2700,Unincorporate,8,3,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1386,2700,Unincorporate,34,12,13.05646767275701,9.039093004216392,0.0,4.017374668540619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1387,2700,Unincorporate,21,8,8.034749337081237,8.034749337081237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1388,2700,Unincorporate,3,1,1.0043436671351547,1.0043436671351547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1389,2700,Unincorporate,68,25,26.11293534551402,24.104248011243712,0.0,2.0086873342703093,3.124276344590953,0.0,0.0,0.0,1.0450434246566886,1.0450434246566886,0.0,0.0,0.0,1.0341894952775759,0,0,0,1.0
1390,2700,Unincorporate,16,6,6.026062002810928,6.026062002810928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1391,2700,Unincorporate,44,16,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1392,2700,Unincorporate,24,9,9.039093004216392,9.039093004216392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1393,2598,Unincorporate,29,8,8.034749337081237,4.017374668540619,0.0,4.017374668540619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1394,2598,Unincorporate,4,1,1.0043436671351547,1.0043436671351547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1395,2598,Unincorporate,32,9,9.039093004216392,4.017374668540619,0.0,5.021718335675773,17.592075349097904,0.0,0.0,0.0,1.0450434246566886,0.0,0.0,0.0,0.0,16.547031924441214,0,0,0,1.0
1396,2598,Unincorporate,4,1,1.0043436671351547,1.0043436671351547,0.0,0.0,87.07814226151952,0.0,0.0,0.0,19.855825068477085,0.0,0.0,0.0,0.0,67.22231719304243,0,0,0,1.0
1397,2598,Unincorporate,43,12,12.052124005621856,5.021718335675773,0.0,7.030405669946083,1.0341894952775759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0341894952775759,0,0,0,1.0
1398,2598,Unincorporate,4,1,1.0043436671351547,1.0043436671351547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1399,2598,Unincorporate,14,4,4.017374668540619,1.0043436671351547,0.0,3.013031001405464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1400,2801,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1401,2801,Unincorporate,16,5,6.026062002810928,3.013031001405464,0.0,3.013031001405464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1402,2804,Unincorporate,104,35,38.16685110304,38.16685110304,0.0,0.0,12.136757981110303,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,4.1367579811103035,0,0,0,0.8193891879241751
1403,2804,Unincorporate,59,20,22.095560676973403,20.086873342703093,0.0,2.0086873342703093,3.135130273970066,0.0,0.0,0.0,0.0,0.0,3.135130273970066,0.0,0.0,0.0,0,0,0,1.0
1404,2804,Unincorporate,24,8,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1405,2804,Unincorporate,168,57,61.38385885136,61.38385885136,0.0,0.0,4.034189495277576,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0341894952775759,0,0,0,0.8193891879241751
1406,2804,Unincorporate,5,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1407,2804,Unincorporate,79,27,28.85680633792,28.85680633792,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,0,0.8193891879241751
1408,1855,Sanger,65,17,18.0,18.0,0.0,0.0,5.170947476387879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.170947476387879,0,0,0,1.0
1409,1855,Sanger,29,7,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1410,1855,Sanger,72,19,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1411,1855,Sanger,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1412,1855,Sanger,79,21,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1413,1855,Sanger,54,14,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1414,1855,Sanger,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1415,1855,Sanger,496,128,135.0,0.0,0.0,135.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1416,1858,Sanger,38,15,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1417,1858,Sanger,379,151,149.0,7.0,142.0,0.0,108.0,0.0,26.0,0.0,0.0,80.0,2.0,0.0,0.0,0.0,0,0,0,1.0
1418,1858,Sanger,60,24,24.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1419,1858,Sanger,35,14,14.0,14.0,0.0,0.0,1.0341894952775759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0341894952775759,0,0,0,1.0
1420,1858,Sanger,40,16,16.0,12.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1421,1858,Sanger,91,23,26.0,19.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1422,1858,Sanger,11,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1423,1858,Sanger,35,14,14.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1424,1858,Sanger,484,193,192.04582158525,45.017670055576325,147.02815152967366,0.0,4.043675229777576,0.0005406868665,0.003187206792,0.0003509721765,0.0,3.002219661873,0.000588115539,0.0,0.002599091253,1.0341894952775759,0,0,0,0.8755451190875545
1425,1858,Sanger,53,21,21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1426,1858,Sanger,60,24,24.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1427,1858,Sanger,63,25,25.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1428,1858,Sanger,60,24,24.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1429,1859,Sanger,0,0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,0,0,1.0
1430,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1431,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1432,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1433,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1434,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1435,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1436,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1437,2852,Unincorporate,2,1,1.0043436671351547,1.0043436671351547,0.0,0.0,10.450434246566886,0.0,10.450434246566886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1438,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1439,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1440,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1441,2853,Unincorporate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1442,1757,Parlier,3,1,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1443,1757,Parlier,30,14,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1444,1757,Parlier,42,19,21.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1445,1757,Parlier,15,8,15.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1446,1757,Parlier,16,8,16.0,14.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,12.0,0.0,0,0,0,1.0
1447,1752,Parlier,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1448,1752,Parlier,29,8,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1.0
1449,1752,Parlier,17,5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1450,1752,Parlier,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1.0
1451,1752,Parlier,17,5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1452,1752,Parlier,29,8,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1453,1752,Parlier,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1454,1752,Parlier,44,13,15.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1455,1752,Parlier,41,12,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1456,1752,Parlier,29,8,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1457,1752,Parlier,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1458,1752,Parlier,44,13,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1459,1752,Parlier,78,23,27.0,21.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1460,1752,Parlier,73,21,25.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1461,1752,Parlier,75,22,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1462,1752,Parlier,0,0,0.0,0.0,0.0,0.0,308.0,288.0,0.0,0.0,11.0,8.0,1.0,0.0,0.0,0.0,447,1033,0,1.0
1463,1752,Parlier,177,51,61.0,61.0,0.0,0.0,452.0,0.0,0.0,0.0,445.0,7.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1464,1752,Parlier,75,22,26.0,22.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1465,1752,Parlier,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1466,1454,Fresno,34,12,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1467,109,Clovis,97,35,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1468,109,Clovis,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1469,113,Clovis,78,26,26.0,26.0,0.0,0.0,3.1025684858327276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1025684858327276,0,0,0,1.0
1470,113,Clovis,384,128,127.0,27.0,100.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,1.0
1471,113,Clovis,72,24,24.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1472,113,Clovis,120,40,40.0,40.0,0.0,0.0,3.0683789905551517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0683789905551517,0,0,0,1.0
1473,121,Clovis,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1474,121,Clovis,12,4,4.0,4.0,0.0,0.0,899.5128424291636,0.0,0.0,0.0,30.0,30.0,199.0,611.0,14.0,15.512842429163637,0,0,0,1.0
1475,122,Clovis,21,7,7.0,7.0,0.0,0.0,44.43595880165819,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.43595880165819,0,0,0,1.0
1476,122,Clovis,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1477,126,Clovis,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1478,126,Clovis,0,0,0.0,0.0,0.0,0.0,129.17094747638788,0.0,0.0,0.0,1.0,71.0,51.0,0.0,1.0,5.170947476387879,0,0,0,1.0
1479,127,Clovis,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1480,127,Clovis,0,0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1481,127,Clovis,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1482,127,Clovis,0,0,0.0,0.0,0.0,0.0,2644.0,0.0,144.0,0.0,0.0,2472.0,16.0,12.0,0.0,0.0,0,0,0,1.0
1483,127,Clovis,7,2,2.4209036483600004,2.4209036483600004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9555207047282192
1484,2736,Unincorporate,83,32,32.0,32.0,0.0,0.0,3.1025684858327276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1025684858327276,0,0,0,1.0
1485,2736,Unincorporate,86,33,33.0,33.0,0.0,0.0,2.0683789905551517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0683789905551517,0,0,0,1.0
1486,128,Clovis,57,19,19.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1487,128,Clovis,45,15,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1488,128,Clovis,54,18,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1489,128,Clovis,36,12,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1490,128,Clovis,30,10,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1491,128,Clovis,36,12,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1492,128,Clovis,24,8,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1493,128,Clovis,99,32,33.0,33.0,0.0,0.0,5.170947476387879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.170947476387879,0,0,0,1.0
1494,128,Clovis,45,15,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1495,128,Clovis,60,20,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
1496,128,Clovis,36,12,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
