MAZ,TAZ,SOI,bike_skim,IDX_Bike
1,2221,Unincorporate,1.0,0.007465382299819386
2,2221,Unincorporate,0.0,0.0
3,2221,Unincorporate,4.0,0.04298615291992775
4,2221,Unincorporate,0.0,0.0
5,2221,Unincorporate,0.0,0.0
6,2221,Unincorporate,0.0,0.0
7,2221,Unincorporate,0.0,0.0
8,2221,Unincorporate,0.0,0.0
9,2221,Unincorporate,0.0,0.0
10,2221,Unincorporate,0.0,0.0
11,2221,Unincorporate,3.0,0.033564118001204096
12,2221,Unincorporate,0.0,0.0
13,2221,Unincorporate,18.0,0.11815171583383503
14,2221,Unincorporate,0.0,0.0
15,2221,Unincorporate,0.0,0.0
16,2221,Unincorporate,0.0,0.0
17,2221,Unincorporate,23.0,0.14145093317278748
18,2221,Unincorporate,0.0,0.0
19,2221,Unincorporate,0.0,0.0
20,2221,Unincorporate,0.0,0.0
21,2221,Unincorporate,9.0,0.07393136664659844
22,2221,Unincorporate,0.0,0.0
23,2221,Unincorporate,0.0,0.0
24,2221,Unincorporate,1.0,0.007465382299819386
25,2221,Unincorporate,0.0,0.0
26,2221,Unincorporate,0.0,0.0
27,2221,Unincorporate,6.0,0.05770620108368453
28,2221,Unincorporate,2.0,0.021763997591812162
29,2221,Unincorporate,0.0,0.0
30,2221,Unincorporate,3.0,0.033564118001204096
31,2221,Unincorporate,0.0,0.0
32,2221,Unincorporate,0.0,0.0
33,2221,Unincorporate,3.0,0.033564118001204096
34,2221,Unincorporate,0.0,0.0
35,2221,Unincorporate,0.0,0.0
36,2221,Unincorporate,0.0,0.0
37,2221,Unincorporate,0.0,0.0
38,2221,Unincorporate,0.0,0.0
39,2221,Unincorporate,0.0,0.0
40,2221,Unincorporate,0.0,0.0
41,2221,Unincorporate,0.0,0.0
42,2221,Unincorporate,2.0,0.021763997591812162
43,2221,Unincorporate,0.0,0.0
44,2221,Unincorporate,3.0,0.033564118001204096
45,2221,Unincorporate,0.0,0.0
46,2221,Unincorporate,0.0,0.0
47,2221,Unincorporate,37.0,0.1790487658037327
48,2223,Unincorporate,0.0,0.0
49,2223,Unincorporate,0.0,0.0
50,2223,Unincorporate,0.0,0.0
51,2223,Unincorporate,0.0,0.0
52,2223,Unincorporate,0.0,0.0
53,2223,Unincorporate,0.0,0.0
54,2223,Unincorporate,0.0,0.0
55,2223,Unincorporate,0.0,0.0
56,2223,Unincorporate,2.0,0.021763997591812162
57,2223,Unincorporate,152.0,0.30033112582781457
58,2223,Unincorporate,152.0,0.30033112582781457
59,2223,Unincorporate,0.0,0.0
60,2223,Unincorporate,0.0,0.0
61,2223,Unincorporate,0.0,0.0
62,2223,Unincorporate,2.0,0.021763997591812162
63,2223,Unincorporate,0.0,0.0
64,2223,Unincorporate,0.0,0.0
65,2223,Unincorporate,0.0,0.0
66,2223,Unincorporate,0.0,0.0
67,2223,Unincorporate,0.0,0.0
68,2223,Unincorporate,0.0,0.0
69,2223,Unincorporate,0.0,0.0
70,2223,Unincorporate,0.0,0.0
71,2223,Unincorporate,0.0,0.0
72,2223,Unincorporate,0.0,0.0
73,2223,Unincorporate,264.0,0.3513546056592414
74,2223,Unincorporate,0.0,0.0
75,2223,Unincorporate,0.0,0.0
76,2223,Unincorporate,0.0,0.0
77,2223,Unincorporate,0.0,0.0
78,2223,Unincorporate,0.0,0.0
79,2223,Unincorporate,132.0,0.28750752558699577
80,2223,Unincorporate,0.0,0.0
81,2223,Unincorporate,0.0,0.0
82,2223,Unincorporate,0.0,0.0
83,2223,Unincorporate,0.0,0.0
84,2223,Unincorporate,0.0,0.0
85,2223,Unincorporate,0.0,0.0
86,2223,Unincorporate,0.0,0.0
87,2223,Unincorporate,30.0,0.1627031908488862
88,2223,Unincorporate,15.0,0.10361228175797713
89,2223,Unincorporate,20.0,0.1290487658037327
90,2223,Unincorporate,0.0,0.0
91,2223,Unincorporate,0.0,0.0
92,2223,Unincorporate,0.0,0.0
93,2223,Unincorporate,0.0,0.0
94,2223,Unincorporate,0.0,0.0
95,2223,Unincorporate,0.0,0.0
96,2223,Unincorporate,0.0,0.0
97,2223,Unincorporate,0.0,0.0
98,2223,Unincorporate,0.0,0.0
99,2223,Unincorporate,0.0,0.0
100,2223,Unincorporate,0.0,0.0
101,2223,Unincorporate,0.0,0.0
102,2223,Unincorporate,8.0,0.06815171583383504
103,2223,Unincorporate,0.0,0.0
104,2223,Unincorporate,0.0,0.0
105,2223,Unincorporate,0.0,0.0
106,2223,Unincorporate,0.0,0.0
107,2223,Unincorporate,40.0,0.18552077062010836
108,2223,Unincorporate,0.0,0.0
109,2222,Unincorporate,0.0,0.0
110,2222,Unincorporate,0.0,0.0
111,2222,Unincorporate,0.0,0.0
112,2222,Unincorporate,0.0,0.0
113,2222,Unincorporate,0.0,0.0
114,2222,Unincorporate,0.0,0.0
115,2222,Unincorporate,0.0,0.0
116,2222,Unincorporate,0.0,0.0
117,2222,Unincorporate,0.0,0.0
118,2222,Unincorporate,0.0,0.0
119,2222,Unincorporate,0.0,0.0
120,2222,Unincorporate,0.0,0.0
121,2222,Unincorporate,0.0,0.0
122,2222,Unincorporate,0.0,0.0
123,2222,Unincorporate,0.0,0.0
124,2222,Unincorporate,0.0,0.0
125,2222,Unincorporate,0.0,0.0
126,2222,Unincorporate,0.0,0.0
127,2222,Unincorporate,0.0,0.0
128,2222,Unincorporate,0.0,0.0
129,2222,Unincorporate,0.0,0.0
130,2222,Unincorporate,0.0,0.0
131,2222,Unincorporate,0.0,0.0
132,2222,Unincorporate,0.0,0.0
133,2222,Unincorporate,0.0,0.0
134,2222,Unincorporate,0.0,0.0
135,2222,Unincorporate,0.0,0.0
136,2222,Unincorporate,0.0,0.0
137,2222,Unincorporate,0.0,0.0
138,2222,Unincorporate,0.0,0.0
139,2222,Unincorporate,0.0,0.0
140,2222,Unincorporate,12.0,0.08880192655027092
141,2224,Unincorporate,0.0,0.0
142,2224,Unincorporate,0.0,0.0
143,2224,Unincorporate,168.0,0.3082781456953642
144,2224,Unincorporate,0.0,0.0
145,2224,Unincorporate,0.0,0.0
146,2224,Unincorporate,0.0,0.0
147,2224,Unincorporate,0.0,0.0
148,2224,Unincorporate,0.0,0.0
149,2224,Unincorporate,0.0,0.0
150,2224,Unincorporate,0.0,0.0
151,2224,Unincorporate,0.0,0.0
152,2224,Unincorporate,0.0,0.0
153,2224,Unincorporate,0.0,0.0
154,2224,Unincorporate,0.0,0.0
155,2224,Unincorporate,0.0,0.0
156,2224,Unincorporate,0.0,0.0
157,2224,Unincorporate,0.0,0.0
158,2224,Unincorporate,0.0,0.0
159,2224,Unincorporate,0.0,0.0
160,2224,Unincorporate,0.0,0.0
161,2224,Unincorporate,0.0,0.0
162,2224,Unincorporate,0.0,0.0
163,2224,Unincorporate,0.0,0.0
164,2224,Unincorporate,0.0,0.0
165,2224,Unincorporate,0.0,0.0
166,2224,Unincorporate,0.0,0.0
167,2231,Unincorporate,0.0,0.0
168,2231,Unincorporate,0.0,0.0
169,2231,Unincorporate,20.0,0.1290487658037327
170,2231,Unincorporate,0.0,0.0
171,2231,Unincorporate,0.0,0.0
172,2202,Unincorporate,13.0,0.09331727874774233
173,2202,Unincorporate,0.0,0.0
174,2202,Unincorporate,0.0,0.0
175,2202,Unincorporate,0.0,0.0
176,2202,Unincorporate,0.0,0.0
177,2202,Unincorporate,0.0,0.0
178,2242,Unincorporate,0.0,0.0
179,2242,Unincorporate,0.0,0.0
180,2242,Unincorporate,0.0,0.0
181,2242,Unincorporate,0.0,0.0
182,2242,Unincorporate,0.0,0.0
183,2242,Unincorporate,0.0,0.0
184,2242,Unincorporate,10.0,0.07874774232390126
185,2242,Unincorporate,31.0,0.1650812763395545
186,2242,Unincorporate,0.0,0.0
187,2242,Unincorporate,20.0,0.1290487658037327
188,2242,Unincorporate,0.0,0.0
189,2242,Unincorporate,0.0,0.0
190,2241,Unincorporate,0.0,0.0
191,2241,Unincorporate,0.0,0.0
192,2241,Unincorporate,0.0,0.0
193,2241,Unincorporate,0.0,0.0
194,2241,Unincorporate,0.0,0.0
195,2241,Unincorporate,0.0,0.0
196,2241,Unincorporate,0.0,0.0
197,2241,Unincorporate,0.0,0.0
198,2241,Unincorporate,0.0,0.0
199,2254,Unincorporate,0.0,0.0
200,2254,Unincorporate,0.0,0.0
201,2254,Unincorporate,0.0,0.0
202,2224,Unincorporate,22.0,0.1382299819385912
203,2224,Unincorporate,0.0,0.0
204,2224,Unincorporate,0.0,0.0
205,2224,Unincorporate,0.0,0.0
206,2224,Unincorporate,0.0,0.0
207,2229,Unincorporate,0.0,0.0
208,2229,Unincorporate,0.0,0.0
209,2229,Unincorporate,0.0,0.0
210,2229,Unincorporate,16.0,0.10885009030704396
211,2229,Unincorporate,0.0,0.0
212,2229,Unincorporate,0.0,0.0
213,2229,Unincorporate,0.0,0.0
214,2229,Unincorporate,0.0,0.0
215,2229,Unincorporate,0.0,0.0
216,2229,Unincorporate,0.0,0.0
217,2229,Unincorporate,17.0,0.11363636363636363
218,2229,Unincorporate,0.0,0.0
219,2229,Unincorporate,0.0,0.0
220,2226,Unincorporate,0.0,0.0
221,2226,Unincorporate,23.0,0.14145093317278748
222,2226,Unincorporate,0.0,0.0
223,2226,Unincorporate,0.0,0.0
224,2226,Unincorporate,0.0,0.0
225,2226,Unincorporate,0.0,0.0
226,2226,Unincorporate,0.0,0.0
227,2226,Unincorporate,0.0,0.0
228,2226,Unincorporate,0.0,0.0
229,2226,Unincorporate,0.0,0.0
230,2226,Unincorporate,0.0,0.0
231,2226,Unincorporate,0.0,0.0
232,2226,Unincorporate,0.0,0.0
233,2226,Unincorporate,0.0,0.0
234,2226,Unincorporate,0.0,0.0
235,2226,Unincorporate,0.0,0.0
236,2226,Unincorporate,0.0,0.0
237,2226,Unincorporate,0.0,0.0
238,2226,Unincorporate,0.0,0.0
239,2226,Unincorporate,0.0,0.0
240,2226,Unincorporate,0.0,0.0
241,2226,Unincorporate,0.0,0.0
242,2226,Unincorporate,0.0,0.0
243,2226,Unincorporate,0.0,0.0
244,2226,Unincorporate,0.0,0.0
245,2226,Unincorporate,0.0,0.0
246,2226,Unincorporate,22.0,0.1382299819385912
247,2225,Unincorporate,0.0,0.0
248,2225,Unincorporate,0.0,0.0
249,2225,Unincorporate,4.0,0.04298615291992775
250,2225,Unincorporate,0.0,0.0
251,2225,Unincorporate,0.0,0.0
252,2201,Unincorporate,0.0,0.0
253,2201,Unincorporate,0.0,0.0
254,2201,Unincorporate,0.0,0.0
255,2201,Unincorporate,0.0,0.0
256,2201,Unincorporate,0.0,0.0
257,2201,Unincorporate,6.0,0.05770620108368453
258,2201,Unincorporate,0.0,0.0
259,2201,Unincorporate,0.0,0.0
260,2201,Unincorporate,0.0,0.0
261,2201,Unincorporate,0.0,0.0
262,2201,Unincorporate,0.0,0.0
263,2201,Unincorporate,0.0,0.0
264,2201,Unincorporate,0.0,0.0
265,2201,Unincorporate,0.0,0.0
266,2201,Unincorporate,0.0,0.0
267,2201,Unincorporate,0.0,0.0
268,2201,Unincorporate,0.0,0.0
269,2201,Unincorporate,0.0,0.0
270,2201,Unincorporate,0.0,0.0
271,2201,Unincorporate,0.0,0.0
272,2201,Unincorporate,0.0,0.0
273,2201,Unincorporate,0.0,0.0
274,2201,Unincorporate,0.0,0.0
275,2201,Unincorporate,0.0,0.0
276,2201,Unincorporate,0.0,0.0
277,2201,Unincorporate,0.0,0.0
278,2201,Unincorporate,0.0,0.0
279,2201,Unincorporate,0.0,0.0
280,2201,Unincorporate,0.0,0.0
281,2201,Unincorporate,0.0,0.0
282,2201,Unincorporate,0.0,0.0
283,2201,Unincorporate,0.0,0.0
284,2201,Unincorporate,0.0,0.0
285,2201,Unincorporate,0.0,0.0
286,2201,Unincorporate,0.0,0.0
287,2201,Unincorporate,0.0,0.0
288,2201,Unincorporate,0.0,0.0
289,2201,Unincorporate,0.0,0.0
290,2201,Unincorporate,0.0,0.0
291,2201,Unincorporate,0.0,0.0
292,2201,Unincorporate,0.0,0.0
293,2201,Unincorporate,0.0,0.0
294,2201,Unincorporate,0.0,0.0
295,2201,Unincorporate,0.0,0.0
296,2201,Unincorporate,0.0,0.0
297,2201,Unincorporate,0.0,0.0
298,2201,Unincorporate,0.0,0.0
299,2201,Unincorporate,0.0,0.0
300,2201,Unincorporate,0.0,0.0
301,2201,Unincorporate,0.0,0.0
302,2201,Unincorporate,0.0,0.0
303,2201,Unincorporate,0.0,0.0
304,2201,Unincorporate,0.0,0.0
305,2201,Unincorporate,0.0,0.0
306,2201,Unincorporate,0.0,0.0
307,2201,Unincorporate,0.0,0.0
308,2201,Unincorporate,0.0,0.0
309,2201,Unincorporate,0.0,0.0
310,2201,Unincorporate,0.0,0.0
311,2201,Unincorporate,0.0,0.0
312,2201,Unincorporate,0.0,0.0
313,2201,Unincorporate,0.0,0.0
314,2201,Unincorporate,0.0,0.0
315,2201,Unincorporate,0.0,0.0
316,2201,Unincorporate,0.0,0.0
317,2201,Unincorporate,0.0,0.0
318,2201,Unincorporate,0.0,0.0
319,2201,Unincorporate,0.0,0.0
320,2201,Unincorporate,0.0,0.0
321,2201,Unincorporate,0.0,0.0
322,2201,Unincorporate,0.0,0.0
323,2201,Unincorporate,0.0,0.0
324,2201,Unincorporate,0.0,0.0
325,2201,Unincorporate,0.0,0.0
326,2201,Unincorporate,0.0,0.0
327,2201,Unincorporate,0.0,0.0
328,2201,Unincorporate,0.0,0.0
329,2201,Unincorporate,0.0,0.0
330,2201,Unincorporate,0.0,0.0
331,2201,Unincorporate,0.0,0.0
332,2201,Unincorporate,0.0,0.0
333,2201,Unincorporate,0.0,0.0
334,2201,Unincorporate,0.0,0.0
335,2201,Unincorporate,0.0,0.0
336,2201,Unincorporate,0.0,0.0
337,2201,Unincorporate,0.0,0.0
338,2201,Unincorporate,0.0,0.0
339,2201,Unincorporate,0.0,0.0
340,2201,Unincorporate,0.0,0.0
341,2201,Unincorporate,0.0,0.0
342,2201,Unincorporate,0.0,0.0
343,2201,Unincorporate,0.0,0.0
344,2201,Unincorporate,0.0,0.0
345,2201,Unincorporate,0.0,0.0
346,2201,Unincorporate,0.0,0.0
347,2201,Unincorporate,0.0,0.0
348,2201,Unincorporate,0.0,0.0
349,2201,Unincorporate,0.0,0.0
350,2201,Unincorporate,0.0,0.0
351,2201,Unincorporate,0.0,0.0
352,2201,Unincorporate,0.0,0.0
353,2201,Unincorporate,0.0,0.0
354,2201,Unincorporate,0.0,0.0
355,2201,Unincorporate,0.0,0.0
356,2231,Unincorporate,0.0,0.0
357,2231,Unincorporate,0.0,0.0
358,2231,Unincorporate,0.0,0.0
359,2231,Unincorporate,0.0,0.0
360,2231,Unincorporate,0.0,0.0
361,2231,Unincorporate,0.0,0.0
362,2231,Unincorporate,0.0,0.0
363,2231,Unincorporate,0.0,0.0
364,2231,Unincorporate,0.0,0.0
365,2231,Unincorporate,0.0,0.0
366,2231,Unincorporate,8.0,0.06815171583383504
367,2231,Unincorporate,0.0,0.0
368,2231,Unincorporate,0.0,0.0
369,2231,Unincorporate,0.0,0.0
370,2231,Unincorporate,21.0,0.1343467790487658
371,2231,Unincorporate,0.0,0.0
372,2232,Unincorporate,0.0,0.0
373,2232,Unincorporate,0.0,0.0
374,2232,Unincorporate,0.0,0.0
375,2232,Unincorporate,0.0,0.0
376,2232,Unincorporate,0.0,0.0
377,2232,Unincorporate,0.0,0.0
378,2232,Unincorporate,0.0,0.0
379,2232,Unincorporate,0.0,0.0
380,2232,Unincorporate,0.0,0.0
381,2232,Unincorporate,0.0,0.0
382,2232,Unincorporate,0.0,0.0
383,2232,Unincorporate,0.0,0.0
384,2232,Unincorporate,0.0,0.0
385,2232,Unincorporate,0.0,0.0
386,2232,Unincorporate,0.0,0.0
387,2232,Unincorporate,0.0,0.0
388,2232,Unincorporate,0.0,0.0
389,2232,Unincorporate,0.0,0.0
390,2232,Unincorporate,10.0,0.07874774232390126
391,2232,Unincorporate,0.0,0.0
392,2232,Unincorporate,304.0,0.36405779650812764
393,2232,Unincorporate,0.0,0.0
394,2232,Unincorporate,0.0,0.0
395,2233,Unincorporate,84.0,0.24909692956050572
396,2233,Unincorporate,0.0,0.0
397,2233,Unincorporate,0.0,0.0
398,2233,Unincorporate,523.0,0.43001204093919326
399,2233,Unincorporate,0.0,0.0
400,2233,Unincorporate,0.0,0.0
401,2233,Unincorporate,0.0,0.0
402,2233,Unincorporate,0.0,0.0
403,2233,Unincorporate,0.0,0.0
404,2233,Unincorporate,15.0,0.10361228175797713
405,2233,Unincorporate,0.0,0.0
406,2233,Unincorporate,0.0,0.0
407,2233,Unincorporate,0.0,0.0
408,2233,Unincorporate,0.0,0.0
409,2233,Unincorporate,0.0,0.0
410,2233,Unincorporate,0.0,0.0
411,2233,Unincorporate,0.0,0.0
412,2233,Unincorporate,0.0,0.0
413,2233,Unincorporate,0.0,0.0
414,2233,Unincorporate,0.0,0.0
415,2233,Unincorporate,47.0,0.19861529199277544
416,2233,Unincorporate,0.0,0.0
417,2233,Unincorporate,23.0,0.14145093317278748
418,2233,Unincorporate,0.0,0.0
419,2233,Unincorporate,104.0,0.267940999397953
420,2233,Unincorporate,10.0,0.07874774232390126
421,2233,Unincorporate,0.0,0.0
422,2233,Unincorporate,0.0,0.0
423,2233,Unincorporate,0.0,0.0
424,2234,Unincorporate,0.0,0.0
425,2234,Unincorporate,0.0,0.0
426,2234,Unincorporate,0.0,0.0
427,2234,Unincorporate,0.0,0.0
428,2234,Unincorporate,0.0,0.0
429,2234,Unincorporate,0.0,0.0
430,2234,Unincorporate,0.0,0.0
431,2234,Unincorporate,0.0,0.0
432,2234,Unincorporate,265.0,0.3516255267910897
433,2234,Unincorporate,265.0,0.3516255267910897
434,2234,Unincorporate,285.0,0.3580975316074654
435,2234,Unincorporate,3.0,0.033564118001204096
436,2234,Unincorporate,0.0,0.0
437,2234,Unincorporate,0.0,0.0
438,2234,Unincorporate,0.0,0.0
439,2234,Unincorporate,0.0,0.0
440,2234,Unincorporate,11.0,0.08383503913305237
441,2234,Unincorporate,37.0,0.1790487658037327
442,2234,Unincorporate,37.0,0.1790487658037327
443,2234,Unincorporate,25.0,0.14864539434075857
444,2234,Unincorporate,265.0,0.3516255267910897
445,2234,Unincorporate,25.0,0.14864539434075857
446,2234,Unincorporate,93.0,0.2581878386514148
447,2234,Unincorporate,1.0,0.007465382299819386
448,2234,Unincorporate,11.0,0.08383503913305237
449,2234,Unincorporate,40.0,0.18552077062010836
450,2234,Unincorporate,295.0,0.3612281757977122
451,2234,Unincorporate,0.0,0.0
452,2234,Unincorporate,0.0,0.0
453,2234,Unincorporate,11.0,0.08383503913305237
454,2234,Unincorporate,3.0,0.033564118001204096
455,2234,Unincorporate,3.0,0.033564118001204096
456,2234,Unincorporate,0.0,0.0
457,2234,Unincorporate,0.0,0.0
458,2234,Unincorporate,0.0,0.0
459,2234,Unincorporate,0.0,0.0
460,2234,Unincorporate,0.0,0.0
461,2234,Unincorporate,0.0,0.0
462,2234,Unincorporate,0.0,0.0
463,2234,Unincorporate,0.0,0.0
464,2234,Unincorporate,37.0,0.1790487658037327
465,2234,Unincorporate,0.0,0.0
466,2234,Unincorporate,0.0,0.0
467,2234,Unincorporate,26.0,0.1517760385310054
468,2234,Unincorporate,0.0,0.0
469,2234,Unincorporate,0.0,0.0
470,2234,Unincorporate,0.0,0.0
471,2234,Unincorporate,8.0,0.06815171583383504
472,2234,Unincorporate,16.0,0.10885009030704396
473,2234,Unincorporate,8.0,0.06815171583383504
474,2234,Unincorporate,11.0,0.08383503913305237
475,2234,Unincorporate,37.0,0.1790487658037327
476,2234,Unincorporate,0.0,0.0
477,2234,Unincorporate,8.0,0.06815171583383504
478,2234,Unincorporate,50.0,0.20463576158940397
479,2234,Unincorporate,0.0,0.0
480,2234,Unincorporate,0.0,0.0
481,2234,Unincorporate,11.0,0.08383503913305237
482,2234,Unincorporate,8.0,0.06815171583383504
483,2234,Unincorporate,0.0,0.0
484,2234,Unincorporate,0.0,0.0
485,2234,Unincorporate,0.0,0.0
486,2234,Unincorporate,37.0,0.1790487658037327
487,2234,Unincorporate,437.0,0.4054485249849488
488,2234,Unincorporate,0.0,0.0
489,2234,Unincorporate,0.0,0.0
490,2234,Unincorporate,0.0,0.0
491,2234,Unincorporate,0.0,0.0
492,2234,Unincorporate,1.0,0.007465382299819386
493,2234,Unincorporate,0.0,0.0
494,2234,Unincorporate,0.0,0.0
495,2234,Unincorporate,0.0,0.0
496,2234,Unincorporate,0.0,0.0
497,2234,Unincorporate,0.0,0.0
498,2234,Unincorporate,1.0,0.007465382299819386
499,2234,Unincorporate,3.0,0.033564118001204096
500,2234,Unincorporate,0.0,0.0
501,2234,Unincorporate,93.0,0.2581878386514148
502,2234,Unincorporate,4.0,0.04298615291992775
503,2234,Unincorporate,0.0,0.0
504,2234,Unincorporate,0.0,0.0
505,2234,Unincorporate,0.0,0.0
506,2234,Unincorporate,0.0,0.0
507,2234,Unincorporate,0.0,0.0
508,2234,Unincorporate,0.0,0.0
509,2234,Unincorporate,1.0,0.007465382299819386
510,2238,Unincorporate,0.0,0.0
511,2238,Unincorporate,8.0,0.06815171583383504
512,2238,Unincorporate,0.0,0.0
513,2238,Unincorporate,0.0,0.0
514,2238,Mendota,0.0,0.0
515,2238,Unincorporate,0.0,0.0
516,2238,Unincorporate,0.0,0.0
517,2238,Unincorporate,0.0,0.0
518,2238,Unincorporate,12.0,0.08880192655027092
519,2238,Unincorporate,0.0,0.0
520,2238,Unincorporate,0.0,0.0
521,2238,Unincorporate,0.0,0.0
522,2238,Unincorporate,0.0,0.0
523,2238,Unincorporate,0.0,0.0
524,2238,Unincorporate,0.0,0.0
525,2238,Unincorporate,35.0,0.17357013847080072
526,2238,Unincorporate,0.0,0.0
527,2238,Unincorporate,0.0,0.0
528,2238,Unincorporate,0.0,0.0
529,2238,Unincorporate,0.0,0.0
530,2238,Unincorporate,0.0,0.0
531,2238,Unincorporate,0.0,0.0
532,2238,Unincorporate,0.0,0.0
533,2238,Mendota,0.0,0.0
534,2238,Unincorporate,140.0,0.29193257074051776
535,2238,Unincorporate,140.0,0.29193257074051776
536,2238,Unincorporate,0.0,0.0
537,2238,Unincorporate,0.0,0.0
538,2238,Unincorporate,8.0,0.06815171583383504
539,2238,Unincorporate,8.0,0.06815171583383504
540,2238,Unincorporate,0.0,0.0
541,2238,Unincorporate,0.0,0.0
542,2238,Unincorporate,0.0,0.0
543,2238,Unincorporate,0.0,0.0
544,2238,Unincorporate,0.0,0.0
545,2238,Unincorporate,15.0,0.10361228175797713
546,2202,Unincorporate,0.0,0.0
547,2202,Unincorporate,0.0,0.0
548,2202,Unincorporate,0.0,0.0
549,2202,Unincorporate,0.0,0.0
550,2202,Unincorporate,0.0,0.0
551,2202,Unincorporate,0.0,0.0
552,2202,Unincorporate,0.0,0.0
553,2202,Unincorporate,0.0,0.0
554,2202,Unincorporate,0.0,0.0
555,2202,Unincorporate,0.0,0.0
556,2202,Unincorporate,0.0,0.0
557,2202,Unincorporate,0.0,0.0
558,2202,Unincorporate,0.0,0.0
559,2202,Unincorporate,0.0,0.0
560,2202,Unincorporate,0.0,0.0
561,2202,Unincorporate,0.0,0.0
562,2202,Unincorporate,0.0,0.0
563,2202,Unincorporate,0.0,0.0
564,2202,Unincorporate,0.0,0.0
565,2202,Unincorporate,0.0,0.0
566,2202,Unincorporate,0.0,0.0
567,2202,Unincorporate,0.0,0.0
568,2202,Unincorporate,0.0,0.0
569,2202,Unincorporate,0.0,0.0
570,2202,Unincorporate,0.0,0.0
571,2202,Unincorporate,0.0,0.0
572,2202,Unincorporate,0.0,0.0
573,2202,Unincorporate,0.0,0.0
574,2202,Unincorporate,0.0,0.0
575,2202,Unincorporate,0.0,0.0
576,2202,Unincorporate,0.0,0.0
577,2202,Unincorporate,80.0,0.24530403371462975
578,2202,Unincorporate,0.0,0.0
579,2202,Unincorporate,0.0,0.0
580,2202,Unincorporate,0.0,0.0
581,2202,Unincorporate,0.0,0.0
582,2202,Unincorporate,0.0,0.0
583,2202,Unincorporate,0.0,0.0
584,2202,Unincorporate,0.0,0.0
585,2202,Unincorporate,0.0,0.0
586,2202,Unincorporate,0.0,0.0
587,2202,Unincorporate,0.0,0.0
588,2202,Unincorporate,0.0,0.0
589,2202,Unincorporate,0.0,0.0
590,2202,Unincorporate,0.0,0.0
591,2202,Unincorporate,0.0,0.0
592,2202,Unincorporate,0.0,0.0
593,2202,Unincorporate,0.0,0.0
594,2202,Unincorporate,0.0,0.0
595,2202,Unincorporate,0.0,0.0
596,2202,Unincorporate,0.0,0.0
597,2202,Unincorporate,0.0,0.0
598,2202,Unincorporate,0.0,0.0
599,2202,Unincorporate,0.0,0.0
600,2202,Unincorporate,0.0,0.0
601,2202,Unincorporate,0.0,0.0
602,2202,Unincorporate,0.0,0.0
603,2202,Unincorporate,0.0,0.0
604,2202,Unincorporate,0.0,0.0
605,2202,Unincorporate,0.0,0.0
606,2202,Unincorporate,16.0,0.10885009030704396
607,2202,Unincorporate,0.0,0.0
608,2202,Unincorporate,0.0,0.0
609,2202,Unincorporate,0.0,0.0
610,2202,Unincorporate,27.0,0.15460565924142083
611,2202,Unincorporate,0.0,0.0
612,2202,Unincorporate,27.0,0.15460565924142083
613,2202,Unincorporate,0.0,0.0
614,2202,Unincorporate,0.0,0.0
615,2202,Unincorporate,0.0,0.0
616,2202,Unincorporate,27.0,0.15460565924142083
617,2202,Unincorporate,27.0,0.15460565924142083
618,2202,Unincorporate,0.0,0.0
619,2202,Unincorporate,0.0,0.0
620,2202,Unincorporate,0.0,0.0
621,2202,Unincorporate,0.0,0.0
622,2202,Unincorporate,54.0,0.21351595424443107
623,2202,Unincorporate,0.0,0.0
624,2202,Unincorporate,0.0,0.0
625,2202,Unincorporate,0.0,0.0
626,2202,Unincorporate,0.0,0.0
627,2202,Unincorporate,0.0,0.0
628,2202,Unincorporate,0.0,0.0
629,2202,Unincorporate,0.0,0.0
630,2202,Unincorporate,0.0,0.0
631,2202,Unincorporate,0.0,0.0
632,2202,Unincorporate,0.0,0.0
633,2202,Unincorporate,0.0,0.0
634,2202,Unincorporate,0.0,0.0
635,2202,Unincorporate,0.0,0.0
636,2202,Unincorporate,0.0,0.0
637,2202,Unincorporate,0.0,0.0
638,2202,Unincorporate,0.0,0.0
639,2202,Unincorporate,0.0,0.0
640,2202,Unincorporate,0.0,0.0
641,2202,Unincorporate,0.0,0.0
642,2202,Unincorporate,0.0,0.0
643,2202,Unincorporate,0.0,0.0
644,2202,Unincorporate,0.0,0.0
645,2202,Unincorporate,0.0,0.0
646,2202,Unincorporate,0.0,0.0
647,2202,Unincorporate,0.0,0.0
648,2202,Unincorporate,0.0,0.0
649,2202,Unincorporate,0.0,0.0
650,2202,Unincorporate,0.0,0.0
651,2202,Unincorporate,0.0,0.0
652,2202,Unincorporate,0.0,0.0
653,2202,Unincorporate,0.0,0.0
654,2202,Unincorporate,0.0,0.0
655,2202,Unincorporate,0.0,0.0
656,2202,Unincorporate,0.0,0.0
657,2202,Unincorporate,0.0,0.0
658,2202,Unincorporate,0.0,0.0
659,2202,Unincorporate,18.0,0.11815171583383503
660,2202,Unincorporate,0.0,0.0
661,2202,Unincorporate,0.0,0.0
662,2202,Unincorporate,0.0,0.0
663,2202,Unincorporate,0.0,0.0
664,2202,Unincorporate,0.0,0.0
665,2202,Unincorporate,0.0,0.0
666,2202,Unincorporate,0.0,0.0
667,2202,Unincorporate,0.0,0.0
668,2202,Unincorporate,0.0,0.0
669,2202,Unincorporate,0.0,0.0
670,2202,Unincorporate,0.0,0.0
671,2202,Unincorporate,0.0,0.0
672,2202,Unincorporate,0.0,0.0
673,2202,Unincorporate,0.0,0.0
