TAZ,SOI,POP,HH,HU,HU_SF,HU_MF,HU_OTH,EMP,EMP_EDU,EMP_FOO,EMP_GOV,EMP_IND,EMP_MED,EMP_OFC,EMP_OTH,EMP_RET,EMP_AGR,ELEM,HS,COLLEGE
787,Fresno,764,246,256.21688430815,124.0,132.21688430815,0.0,862.7291308070994,47.1596786503938,220.14532296751685,30.671791386949803,68.0,213.9234806797652,51.450850415833195,26.0,179.52326932470123,25.854737381939394,0,0,0
788,Fresno,44,15,16.52821326771,11.0,4.52821326771,1.0,185.55655717628002,17.18443478217564,7.774833850197121,11.250788517129243,40.0,74.06491886180328,18.941389275230645,10.0,6.340191889744081,0.0,0,0,0
789,Fresno,32,10,11.0,11.0,0.0,0.0,260.95115642067,0.0,0.0,0.0,178.965809494469,0.0,0.0,81.985346926201,0.0,0.0,0,0,0
790,Fresno,56,18,20.0,19.0,0.0,1.0,743.0,0.0,0.0,17.0,543.0,1.0,182.0,0.0,0.0,0.0,0,0,0
801,Fresno,4,1,1.0,1.0,0.0,0.0,269.0,0.0,0.0,0.0,250.0,0.0,11.0,8.0,0.0,0.0,0,0,0
802,Fresno,73,25,25.13255516928,20.13255516928,0.0,5.0,1.32066342912,0.0,0.0,0.3206634291199999,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
803,Fresno,45,11,12.0,12.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499,0,0
804,Fresno,294,75,80.0,77.0,0.0,3.0,6.068378990555152,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0683789905551517,0,0,0
805,Fresno,166,42,45.0,42.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
806,Fresno,237,59,64.0,62.0,0.0,2.0,21.136757981110303,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,4.1367579811103035,0,0,0
807,Fresno,9,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
808,Fresno,11,5,6.0,6.0,0.0,0.0,407.0,0.0,0.0,42.0,0.0,365.0,0.0,0.0,0.0,0.0,0,0,0
809,Fresno,1919,877,918.8266476956745,323.5883457564987,592.2383019391757,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
810,Fresno,37,16,19.0,17.0,0.0,2.0,19.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0,0,0
811,Fresno,207,94,102.63329468223328,97.1809834486299,4.452311233603375,1.0,31.854737381939398,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,25.854737381939398,0,0,0
812,Fresno,13,6,7.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
813,Fresno,7,3,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
814,Fresno,11,4,4.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0,0
815,Fresno,59,19,21.0,20.0,0.0,1.0,230.4874994657891,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,226.4874994657891,0,0,0
816,Fresno,36,12,13.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
817,Fresno,134,43,48.0,40.0,0.0,8.0,1356.0,43.0,0.0,0.0,1297.0,12.0,3.0,0.0,1.0,0.0,336,0,0
831,Fresno,0,0,0.0,0.0,0.0,0.0,89.01718022137698,0.0,0.0,0.0,1.0,0.0,8.0,0.0,19.0,61.017180221376975,0,0,0
832,Fresno,1220,409,476.0,165.0,107.0,204.0,700.0428650797041,0.0,20.0,0.0,258.0,40.0,268.0,11.0,11.0,92.04286507970426,0,0,0
833,Fresno,2171,625,634.0,446.0,188.0,0.0,199.0,132.0,0.0,0.0,2.0,64.0,0.0,1.0,0.0,0.0,1264,0,0
834,Fresno,1985,606,696.0,596.0,100.0,0.0,116.03418949527757,0.0,15.0,0.0,1.0,99.0,0.0,0.0,0.0,1.0341894952775759,0,0,0
835,Fresno,2519,830,826.0,260.0,566.0,0.0,463.0,60.0,159.0,0.0,0.0,124.0,16.0,17.0,87.0,0.0,690,0,0
836,Fresno,1301,383,382.23045312717,289.7882603341207,92.44219279304929,0.0,24.49680894506,0.08531810986842,0.50292780554016,0.05538193096722001,0.0,23.35025329314404,0.09280215459371999,0.0,0.41012565094644005,0.0,0,0,0
837,Fresno,1323,631,706.0,6.0,700.0,0.0,72.0,0.0,0.0,0.0,0.0,56.0,16.0,0.0,0.0,0.0,0,0,0
838,Fresno,627,266,315.27089845792,315.27089845792,0.0,0.0,10.0,1.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0,0,0
839,Fresno,1510,673,713.386705956526,427.35542981836136,286.0312761381647,0.0,158.0,65.0,0.0,0.0,0.0,45.0,48.0,0.0,0.0,0.0,773,0,0
840,Fresno,58,27,27.579990952179987,26.27513509109038,1.3048558610896053,0.0,250.0,0.0,51.0,0.0,91.0,9.0,52.0,22.0,25.0,0.0,0,0,0
841,Fresno,0,0,0.0,0.0,0.0,0.0,60.71803870382719,0.0,0.0,0.0,36.00004151209867,0.0,0.0,3.00001779089943,0.0,21.717979400829094,0,0,0
842,Fresno,8,3,3.0,3.0,0.0,0.0,318.37608444805335,0.0,0.0,0.0,299.0,0.0,8.0,0.0,0.0,11.376084448053334,0,0,0
843,Fresno,2203,665,664.0,308.0,356.0,0.0,411.27368690969695,21.0,11.0,0.0,126.0,97.0,10.0,9.0,8.0,129.27368690969698,0,164,0
844,Fresno,1976,847,845.0,536.0,309.0,0.0,104.0,0.0,20.0,0.0,3.0,64.0,0.0,1.0,16.0,0.0,0,0,0
845,Fresno,2181,714,714.0,490.0,224.0,0.0,191.0,73.0,31.0,0.0,3.0,52.0,1.0,2.0,29.0,0.0,663,0,0
846,Fresno,1693,650,687.45925288533,567.4908644439646,119.96838844136539,0.0,382.4397277657728,23.07621807895658,4.44928551805984,0.049474893357780006,1.0,35.31289527150596,288.0829038753563,2.0,25.36638164270356,3.1025684858327276,44,0,0
847,Fresno,813,344,387.0,321.0,66.0,0.0,10.068378990555152,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0683789905551517,0,0,0
848,Fresno,759,240,261.2206235750206,216.0258853308044,45.1947382442162,0.0,137.0,0.0,44.0,0.0,0.0,12.0,46.0,0.0,35.0,0.0,0,0,0
849,Fresno,1532,655,683.8249351212581,475.38473539610715,208.44019972515105,0.0,205.57522409432,77.92055526135718,3.01183814885184,2.7985275982393807,0.0,83.67774182172695,12.71047896418808,0.0,25.456082299956563,0.0,642,0,0
850,Fresno,900,283,321.0,129.0,192.0,0.0,76.03418949527757,0.0,20.0,0.0,4.0,43.0,0.0,0.0,8.0,1.0341894952775759,0,0,0
851,Fresno,1862,647,680.0,456.0,224.0,0.0,310.1367579811103,61.0,40.0,0.0,1.0,135.0,6.0,11.0,52.0,4.1367579811103035,729,0,0
852,Fresno,2101,631,668.0031588488032,547.0029678458327,121.0001910029705,0.0,106.4102739433309,0.0,0.0,0.0,1.0,57.0,10.0,0.0,26.0,12.41027394333091,0,0,0
853,Fresno,1346,574,659.0,561.0,98.0,0.0,203.51284242916364,24.0,1.0,0.0,8.0,53.0,99.0,0.0,3.0,15.512842429163639,441,14,0
854,Fresno,1301,702,702.0,587.0,115.0,0.0,131.0,0.0,0.0,0.0,4.0,16.0,50.0,36.0,25.0,0.0,0,0,0
855,Fresno,1743,699,700.6719662161361,534.5722031724182,165.0997630437179,1.0,666.8285918155182,6.186611479632541,131.5605427386159,4.105406927974441,14.0,259.7987361462102,59.90713902319982,12.0,169.9624500423871,9.307705457498184,0,0,0
856,Fresno,1223,403,402.0,257.0,145.0,0.0,350.0341894952776,0.0,104.0,0.0,18.0,75.0,0.0,0.0,152.0,1.0341894952775759,0,0,0
857,Fresno,1757,757,757.0,554.0,197.0,6.0,195.2735159622206,49.0,1.0,0.0,0.0,102.0,0.0,0.0,35.0,8.273515962220607,484,0,0
858,Fresno,1317,577,593.0,559.0,34.0,0.0,153.0,88.0,21.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,857,0,0
859,Fresno,1389,600,613.4657687114658,504.01434349621513,109.45142521525068,0.0,345.0341894952776,234.0,45.0,0.0,5.0,34.0,9.0,2.0,15.0,1.0341894952775759,0,2121,0
860,Fresno,40,16,16.0,2.0,14.0,0.0,1623.0,1597.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,268,24806
861,Fresno,269,107,107.42105075742104,99.33512549388244,8.0859252635386,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,0,0
862,Fresno,427,230,305.45512906,90.48867723985147,214.96645182014856,0.0,78.0,0.0,31.0,0.0,0.0,44.0,0.0,0.0,3.0,0.0,0,0,0
863,Fresno,102,47,51.785476808080006,13.223256729710387,38.56222007836961,0.0,67.2750867849,7.3971107597966395,19.0866259759744,3.5143961288550396,0.0,22.196186076979195,5.91898295386112,0.0,9.1617848894336,0.0,0,0,0
864,Fresno,2230,706,786.0,420.0,366.0,0.0,339.2666781851498,0.00106453962546,0.00627518095008,0.00069101694986,0.0,197.0043702153045,32.00115792029436,2.0,10.00511726065572,98.2480020513697,0,0,0
865,Fresno,1902,702,743.0,696.0,47.0,0.0,101.0,0.0,15.0,0.0,2.0,35.0,26.0,0.0,23.0,0.0,0,0,0
866,Fresno,2005,934,984.5208062001199,540.0,444.5208062001201,0.0,534.2393264669431,0.0,245.0,0.0,45.0,56.0,30.0,15.0,136.0,7.239326466943031,0,0,0
867,Fresno,1887,714,771.0987176800987,609.0927486162675,162.00596906383117,0.0,244.1367579811103,77.0,1.0,0.0,0.0,80.0,15.0,25.0,42.0,4.1367579811103035,595,0,0
868,Fresno,69,24,24.89346600559,19.0,5.89346600559,0.0,397.7395164080397,1.7970156653737202,40.7040665792337,1.17735509110692,149.0,9.4359268912016,5.98291383765376,12.0,79.3942362921003,98.24800205136971,0,0,0
869,Fresno,935,250,269.3456225348899,253.11509289357718,16.230529641312692,0.0,685.8512264892437,5.8451735217546,19.0231473499013,20.882987020513703,255.730206098576,109.39077984119619,18.5323593518625,171.02723118510403,33.52173965869171,51.89760246164364,0,0,0
870,Fresno,527,148,168.0,61.0,107.0,0.0,796.6024769331585,42.76764333596045,8.235020307568051,3.1784288906403004,97.0,91.93741758674369,7.345539497895051,526.0,6.693963875742451,13.444463438608487,0,673,0
871,Fresno,62,19,22.0,22.0,0.0,0.0,47.0,0.0,0.0,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0
872,Fresno,1627,524,630.0,594.0,36.0,0.0,116.0,0.0,14.0,0.0,1.0,68.0,6.0,10.0,17.0,0.0,0,0,0
873,Fresno,1253,451,469.0,370.0,99.0,0.0,216.0,61.0,43.0,0.0,4.0,78.0,0.0,29.0,1.0,0.0,513,0,0
874,Fresno,590,245,256.0,113.0,143.0,0.0,140.61541091499637,3.0,40.0,0.0,0.0,35.0,11.0,30.0,3.0,18.615410914996367,0,0,0
875,Fresno,258,134,143.0,20.0,123.0,0.0,146.06837899055515,0.0,34.0,0.0,0.0,65.0,38.0,0.0,7.0,2.0683789905551517,0,0,0
876,Fresno,596,306,327.6861646357301,199.24800957334318,128.43815506238693,0.0,105.18421282656,0.01050013111392,15.06189550972416,0.00681587458272,0.0,24.043105801415038,64.01142119524673,2.0,0.050474314477440003,0.0,0,0,0
877,Fresno,400,197,206.8365723123244,156.67950991786407,50.157062394460326,0.0,138.91255668034,68.03070500824754,0.18099794335392,8.393803646263141,4.0,7.12605213912148,48.03339843002364,3.0,0.14759951333028,0.0,472,0,0
878,Fresno,34,13,13.81120505238,7.0,6.81120505238,0.0,64.10901234060546,2.07684954279704,1.9694262905834,1.3606945280394398,0.0,36.5938601770912,2.29169604722432,5.0,8.6113487832046,6.205136971665455,0,0,0
879,Fresno,1240,443,466.89079475200003,316.21002284606664,150.68077190593334,0.0,271.88397302365,115.05751332934135,11.28115938704415,2.0383422195609002,9.0,81.7859648317911,35.42812100562515,12.0,5.292872250287351,0.0,19,302,0
880,Fresno,388,130,130.87480441,103.05990558015944,27.81489882984056,0.0,82.0,50.0,5.0,0.0,0.0,16.0,3.0,5.0,3.0,0.0,351,0,0
881,Fresno,21,6,7.0,1.0,6.0,0.0,267.0,0.0,0.0,0.0,231.0,1.0,26.0,0.0,9.0,0.0,0,0,0
882,Fresno,615,210,210.0,110.0,100.0,0.0,190.89760246164366,0.0,1.0,0.0,0.0,39.0,9.0,3.0,21.0,117.89760246164364,0,0,0
883,Fresno,121,41,41.0,0.0,41.0,0.0,24.0,0.0,0.0,0.0,0.0,5.0,15.0,4.0,0.0,0.0,0,0,0
884,Fresno,3,1,1.0,1.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0
885,Fresno,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
901,Fresno,460,222,220.2991965862992,91.16017335185587,0.1390232344433235,129.0,712.1367579811103,0.0,171.0,54.0,2.0,14.0,69.0,69.0,329.0,4.1367579811103035,0,0,0
902,Fresno,625,295,294.0,22.0,272.0,0.0,50.0,0.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,0.0,0,0,0
903,Fresno,1316,526,526.0,517.0,0.0,9.0,187.30770545749817,9.0,95.0,0.0,3.0,33.0,4.0,17.0,17.0,9.307705457498184,0,0,0
904,Fresno,868,323,362.0,310.0,52.0,0.0,3850.0,0.0,106.0,0.0,9.0,3655.0,65.0,11.0,4.0,0.0,0,0,0
905,Fresno,1809,603,603.0,603.0,0.0,0.0,185.37608444805335,0.0,107.0,0.0,3.0,31.0,3.0,4.0,26.0,11.376084448053335,0,0,0
906,Fresno,1224,437,437.0,437.0,0.0,0.0,299.1367579811103,31.0,93.0,0.0,0.0,30.0,36.0,0.0,105.0,4.1367579811103035,139,0,0
907,Fresno,2135,803,812.0,548.0,264.0,0.0,43.06837899055515,0.0,0.0,0.0,0.0,22.0,18.0,1.0,0.0,2.0683789905551517,0,0,0
908,Fresno,974,337,347.0,347.0,0.0,0.0,387.1025684858327,11.0,34.0,0.0,10.0,164.0,21.0,17.0,127.0,3.1025684858327276,0,0,0
909,Fresno,416,201,201.0,69.0,132.0,0.0,643.4102739433309,0.0,98.0,0.0,11.0,17.0,79.0,103.0,323.0,12.41027394333091,0,0,0
910,Fresno,0,0,0.0,0.0,0.0,0.0,1787.0,80.0,94.0,0.0,10.0,1191.0,406.0,0.0,6.0,0.0,0,0,0
911,Fresno,1622,694,699.0,413.0,285.0,1.0,718.0341894952776,64.0,0.0,0.0,2.0,434.0,197.0,8.0,12.0,1.0341894952775759,489,0,0
912,Fresno,1396,465,465.0,420.0,45.0,0.0,280.1367579811103,69.0,31.0,0.0,0.0,47.0,24.0,0.0,105.0,4.1367579811103035,770,0,0
913,Fresno,1537,452,452.0,452.0,0.0,0.0,465.0,71.0,0.0,22.0,10.0,169.0,158.0,2.0,33.0,0.0,477,0,0
914,Fresno,34,17,20.0,0.0,20.0,0.0,122.0,47.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
915,Fresno,577,198,206.0,206.0,0.0,0.0,77.22231719304243,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,67.22231719304243,0,0,0
916,Fresno,0,0,0.0,0.0,0.0,0.0,1078.0,25.0,298.0,0.0,8.0,0.0,55.0,56.0,636.0,0.0,0,0,0
917,Fresno,1073,739,738.19565807,8.533911364330022,727.66174670567,2.0,443.26625016713524,0.0286913206041,4.0,0.0187977617751,4.0,386.118722705948,11.0316593882528,36.0,0.0,2.0683789905551517,0,0,0
918,Fresno,1989,735,793.0,400.0,393.0,0.0,344.0,60.0,67.0,10.0,7.0,154.0,3.0,12.0,31.0,0.0,491,0,0
919,Fresno,975,360,360.0,312.0,48.0,0.0,395.0341894952776,185.0,92.0,0.0,0.0,23.0,17.0,19.0,58.0,1.0341894952775759,0,1877,0
920,Fresno,2650,1096,1121.0,217.0,904.0,0.0,240.0,0.0,55.0,0.0,3.0,102.0,24.0,24.0,32.0,0.0,0,0,0
921,Fresno,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
922,Fresno,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0
923,Fresno,0,0,0.0,0.0,0.0,0.0,540.0,3.0,68.0,0.0,0.0,83.0,66.0,24.0,296.0,0.0,0,0,0
924,Fresno,2025,845,840.535476106,19.664109335235022,820.871366770765,0.0,459.0,24.0,149.0,0.0,2.0,158.0,90.0,17.0,19.0,0.0,0,0,299
925,Fresno,1176,429,458.6857224385858,380.4422980167418,78.24342442184403,0.0,1492.2735159622207,1.0,232.0,20.0,5.0,213.0,875.0,46.0,92.0,8.273515962220607,0,0,0
926,Fresno,1793,572,599.0,248.0,351.0,0.0,93.03418949527757,0.0,7.0,0.0,0.0,71.0,0.0,14.0,0.0,1.0341894952775759,0,0,0
927,Fresno,232,97,110.0,0.0,110.0,0.0,1263.2651822727466,82.0,35.0,442.0,39.0,228.0,257.0,19.0,2.0,159.26518227274667,424,0,0
928,Fresno,634,175,192.0,0.0,192.0,0.0,310.0,0.0,7.0,0.0,0.0,16.0,5.0,282.0,0.0,0.0,0,0,0
929,Fresno,1776,704,798.0,0.0,794.0,4.0,1149.170947476388,0.0,339.0,0.0,11.0,291.0,288.0,156.0,59.0,5.170947476387879,0,0,0
930,Fresno,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
931,Fresno,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
932,Fresno,0,0,0.0,0.0,0.0,0.0,4256.0,3197.0,24.0,0.0,0.0,0.0,210.0,823.0,2.0,0.0,0,0,13298
933,Fresno,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,477,11000
934,Fresno,0,0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,0.0,1.0,3.0,0.0,0.0,0,0,0
935,Fresno,0,0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,103.0,110.0,0.0,0.0,0,0,0
936,Fresno,0,0,0.0,0.0,0.0,0.0,43.0,0.0,29.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0,0,0
937,Fresno,2,1,1.0,1.0,0.0,0.0,292.0,0.0,227.0,0.0,0.0,4.0,61.0,0.0,0.0,0.0,0,0,0
938,Fresno,459,146,170.09762363709763,169.97078871379796,0.12683492329965182,0.0,1321.7521688961067,36.0,75.0,0.0,17.0,86.0,870.0,31.0,184.0,22.752168896106667,0,0,0
939,Fresno,541,173,200.7407921929408,200.69599944780248,0.04479274513831835,0.0,237.1410777257712,4.07727719816895,96.33402097298016,2.6801968761765003,0.0,38.9053871242231,15.51278400846995,17.0,46.08437962131135,16.547031924441214,0,0,0
940,Fresno,0,0,0.0,0.0,0.0,0.0,2188.1025684858328,0.0,461.0,8.0,18.0,3.0,90.0,50.0,1555.0,3.1025684858327276,0,0,0
941,Fresno,624,229,229.18953362858952,169.1780732870775,60.011460341512034,0.0,1855.0,115.0,0.0,0.0,0.0,1663.0,76.0,1.0,0.0,0.0,429,0,0
942,Fresno,0,0,0.0,0.0,0.0,0.0,201.0,0.0,85.0,0.0,0.0,0.0,8.0,8.0,100.0,0.0,0,0,0
943,Fresno,2165,792,793.3476505369476,434.3266294975157,359.02102103943196,0.0,806.9914953630496,351.0,3.0,0.0,2.0,215.0,153.0,13.0,40.0,29.9914953630497,620,0,0
944,Fresno,2732,995,1042.0,186.0,856.0,0.0,1041.0,23.0,70.0,0.0,5.0,130.0,794.0,0.0,19.0,0.0,0,0,0
945,Fresno,1300,608,648.6665019872,272.66650198720004,376.0,0.0,201.9914953630497,0.0,71.0,16.0,0.0,53.0,0.0,7.0,25.0,29.9914953630497,0,0,0
946,Fresno,2998,1150,1257.0,68.0,1189.0,0.0,1068.1367579811103,65.0,237.0,0.0,24.0,98.0,40.0,599.0,1.0,4.1367579811103035,548,0,0
947,Fresno,918,400,477.0,168.0,309.0,0.0,72.12119569663031,0.0,0.0,0.0,0.0,46.0,10.0,1.0,10.98443771552,4.1367579811103035,0,0,0
948,Fresno,647,210,210.0,78.0,90.0,42.0,836.7009701269285,0.0,110.0,388.0,67.0,30.0,13.0,47.0,100.0,81.7009701269285,0,0,0
949,Fresno,679,227,227.16870625754274,226.74069388705755,0.42801237048516627,0.0,171.40729837181001,2.48405258743947,5.88394262543781,1.63500129423252,4.0,58.30507844018814,83.75099841178677,2.0,13.34822501272529,0.0,0,0,0
950,Fresno,2952,687,688.2923179434924,668.2792644489803,20.01305349451206,0.0,162.37608444805335,0.0,27.0,0.0,18.0,88.0,1.0,1.0,16.0,11.376084448053334,126,53,0
951,Fresno,1534,701,763.373050248373,531.4760472057136,231.8970030426594,0.0,389.23932646694306,0.0,75.0,0.0,1.0,173.0,19.0,9.0,105.0,7.239326466943031,0,0,0
952,Fresno,1936,640,643.3962814759963,437.3118539119754,206.08442756402084,0.0,392.1025684858327,77.0,53.0,0.0,15.0,80.0,0.0,48.0,116.0,3.1025684858327276,855,0,0
953,Fresno,1641,547,547.0,547.0,0.0,0.0,106.10256848583273,0.0,0.0,0.0,1.0,100.0,2.0,0.0,0.0,3.1025684858327276,0,0,0
954,Fresno,318,91,106.0,106.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0
955,Fresno,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
956,Fresno,915,262,304.0,205.0,97.0,2.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,0,0
957,Fresno,633,182,210.0,120.0,90.0,0.0,98.0,65.0,0.0,0.0,0.0,23.0,0.0,10.0,0.0,0.0,728,0,0
971,Fresno,2309,974,1027.47017015424,66.0,961.47017015424,0.0,501.35863880128,11.24944241167296,122.31250263723007,19.30226963564736,4.0,188.18192147949952,16.23623560567936,36.0,104.07626703155071,0.0,0,0,0
972,Fresno,599,143,143.40527448001203,67.72628873014433,75.6789857498677,0.0,349.76892814181997,50.4146976458383,2.2214064780432,0.9245911028583,74.0,173.84161054293781,41.5551182799286,0.0,6.8115040922138,0.0,700,0,0
973,Fresno,1855,484,484.03045977268806,483.9356486776798,0.09481109500826908,0.0,164.13675798111032,91.0,4.0,0.0,1.0,49.0,8.0,1.0,6.0,4.1367579811103035,768,0,0
974,Fresno,2164,715,737.5526046271526,559.291192220713,178.26141240643963,0.0,564.0341894952776,50.0,0.0,17.0,0.0,131.0,48.0,294.0,23.0,1.0341894952775759,1761,344,0
975,Fresno,2338,858,901.4023750932024,543.5733085082317,357.82906658497075,0.0,233.23932646694303,55.0,0.0,0.0,0.0,165.0,2.0,4.0,0.0,7.239326466943031,794,0,0
976,Fresno,154,57,57.0,57.0,0.0,0.0,704.0940638488825,2.0,155.0,0.0,20.0,91.0,145.0,113.0,145.0,33.09406384888243,0,0,0
977,Fresno,22,8,8.0,8.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,0.0,0,0,0
978,Fresno,0,0,0.0,0.0,0.0,0.0,316.2735159622206,0.0,45.0,0.0,0.0,31.0,54.0,8.0,170.0,8.273515962220607,0,0,0
979,Fresno,2130,830,842.0,1.0,840.0,1.0,735.76952006496,0.0,0.0,30.0,76.0,211.0,83.0,87.0,44.0,204.76952006496006,0,0,0
980,Fresno,750,196,196.0,103.0,93.0,0.0,1007.1430067464399,397.0081513845471,129.04805026680384,208.00529124961827,0.0,82.03346357866695,45.00886641827928,0.0,146.03918384852454,0.0,0,1655,892
981,Fresno,386,176,192.0263827854264,191.7224574940684,0.3039252913579631,0.0,31.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0,0,0
982,Fresno,1264,514,539.5116399079117,370.87604302680563,168.63559688110604,0.0,294.0,0.0,48.0,2.0,2.0,75.0,37.0,17.0,113.0,0.0,0,0,0
983,Fresno,2244,861,884.7727814117727,331.3678801746968,553.404901237076,0.0,588.9914953630497,45.0,10.0,35.0,4.0,278.0,9.0,1.0,177.0,29.9914953630497,53,329,0
984,Fresno,2476,784,853.8146539288146,516.5373964477443,251.2772574810704,86.0,422.1025684858327,0.0,140.0,0.0,0.0,215.0,13.0,0.0,51.0,3.1025684858327276,0,0,0
985,Fresno,1346,437,453.99712963168,167.99712963168,286.0,0.0,732.3077054574982,97.0,34.0,0.0,0.0,51.0,530.0,0.0,11.0,9.307705457498184,0,1125,0
986,Fresno,1239,370,395.0,145.0,250.0,0.0,53.0,0.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,0.0,0,0,0
987,Fresno,983,349,354.0,193.0,161.0,0.0,230.16244283943757,107.0,0.0,0.0,0.0,39.0,15.0,24.0,10.0,35.16244283943758,828,0,0
988,Fresno,0,0,0.0,0.0,0.0,0.0,1257.0,32.0,72.0,300.0,658.0,0.0,146.0,22.0,27.0,0.0,0,0,0
989,Fresno,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
990,Fresno,0,0,0.0,0.0,0.0,0.0,1461.0,0.0,0.0,0.0,1457.0,0.0,0.0,0.0,4.0,0.0,0,0,0
991,Fresno,0,0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,86.0,41.0,0.0,24.0,6.0,0.0,0,0,0
992,Fresno,837,331,335.0,270.0,65.0,0.0,198.2735159622206,16.0,76.0,0.0,0.0,36.0,6.0,0.0,56.0,8.273515962220607,0,0,0
993,Fresno,390,171,193.4353893372354,170.83694692855622,22.598442408679173,0.0,44.04099138728,1.8550086058850401,2.6007456832291203,2.7629397804276405,5.0,23.661484680048282,2.0399664555328405,4.0,2.1208461821570803,0.0,0,0,0
994,Fresno,1450,534,600.6965719830966,446.1102590039735,154.58631297912302,0.0,2313.0,79.0,11.0,187.0,58.0,1919.0,23.0,0.0,36.0,0.0,800,0,0
995,Fresno,2033,736,811.0561500700437,546.7470898044555,264.30906026558813,0.0,550.7024933532557,1.07755410882736,0.45716106256128,54.05034214081776,5.0,452.3183800257123,18.08435710082976,2.0,7.37280396173152,10.341894952775759,0,0,0
996,Fresno,1092,364,365.0,365.0,0.0,0.0,658.1367579811103,400.0,16.0,0.0,20.0,46.0,2.0,0.0,170.0,4.1367579811103035,560,1823,0
997,Fresno,675,245,251.58085924576,243.58085924576,8.0,0.0,113.0,0.0,25.0,0.0,0.0,14.0,25.0,0.0,49.0,0.0,0,0,0
998,Fresno,378,139,140.3600920912,140.3600920912,0.0,0.0,18.136757981110303,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,4.1367579811103035,0,0,0
999,Fresno,2759,882,910.0834198017626,495.9333104773941,412.1501093243685,2.0,104.91011895162,2.27487678024234,13.409799967744322,1.4766744012099402,1.0,63.33896783467908,2.47442737500044,10.0,10.935372592743882,0.0,0,0,0
